comment,n_star,date_time,label,positive_count,neutral_count,negative_count
phạm nhật vượng vạn_tuế tôi tự_hào hài_lòng về sản_phẩm vsmart nói_chung,5,24/02/2020,Positive,2,0,0
máy sài ok pin number pin number thôi chả làm j tự tụt dung_lượng pin chán,3,28/01/2020,Neutral,1,0,1
sản_phẩm đẹp hợp túi tiềnpin hài_lòng về phục vụsẽ ủng_hộ tiếp_tục,5,9/6/2020,Positive,4,0,0
âm_thanh nhỏ lướt ko mượt máy chạy chậm phím ko ăn mua sámung anumbers sai_lầm lê,1,27/11/2019,Negative,0,0,3
máy sài chán mới sài number ngày thấy mượt cảm chụp chán thực mua reno sài_reno đắt chất_lượng phù_hợp đắt,2,14/03/2020,Negative,0,0,3
máy tốt sao điện_thoại sạt number mình mới mua hôm,3,27/07/2020,Neutral,1,0,1
loa ngoài nghe bên loa bên trái hoàn_toàn nghe tôi mua máy ngày number,2,20/05/2020,Negative,0,0,1
quá tệlỗi màng hình đơ cảm_ứng siêu_âm tắt đen màng hình đàm_thoại bấm nút nguồn mới phát sáng đúng chạm màng hình number lần cuộc_gọi tới nghe chuông màng hình tối đen đổi trả máy nhiệt_tình quá kinh_nghiệm chăng yêu_cầu máy còn seal hộp trả_lời toàn_bộ_máy bên em mở seal hộp sẳn hết anumber redmi note number pro trả_lời nhau,4,25/06/2020,Negative,0,0,4
gửi đi bh về xài bt hao pin hỏi nv tl đt đêm hao number bình_thường ko xài ứng_dụng ko sim,1,28/03/2020,Negative,0,1,1
mới mua hôm cảm_giác sử_dụng ok chạy nhanh mượt chơi game ok hơi nóng xíu lần đầu xài chip mediatek xiaomi d còn về biết ổn_định chip mediatek d còn number lỗi ngớ_ngẩn lâu_lâu mất kết_nối wifi đèn thông_báo lâu_lâu sáng miếc tin nhắn hay thông_báo nhé reset máy thegioididong pnumber long an tư_vấn nhiệt_tình chú gửi xe vui_vẻ,5,5/11/2019,Positive,2,1,1
máy mình mua numbertrnumber mang hình đẹp camera khá ok camera chụp đẹp lắm nó hơi ám vàng chơi game tạm ổn bằng chip mỹ,5,18/11/2019,Neutral,1,3,0
quá tệđang dùng tự_nhiên đơ màn hìnhmới mua number thángsẽ ko bao_giờ mua đthoai sam sung,1,27/10/2019,Negative,0,0,3
mình mới mua máy number tháng nói_chung ok k thích ở máy phần cảm_biến vân tay k nhạy lắm đầu mới mua nhạy cực_kỳ xài về k ok lắm cam tương_đối ổn cấu_hình điện_thoại_k đẹp lắm nhất phần cam lồi dã_man mọi thứ còn ok lắmmới mua về làm rớt đt cao xuống k bể màn_hình hơi trầy xíu thôi hơi đáng tiếc,4,3/6/2020,Negative,1,2,2
bắt wifi ở máy khá khónhưng pin tra lâu dùng number ngàycần cải_thiện hơn,4,8/8/2020,Negative,0,0,2
number tháng sử_dụng máy sài ngon sơ_lược máy đẹp cấu_hình ổn camera đẹp liên_quân ok sạc number numberh đầy,5,17/02/2020,Positive,5,0,0
máy đẹp cấu_hình ổn mượt pin nghe gọi lướt web nhắn_tin zalo dùng number ngày nói_chung đủ dùng hợp túi_tiền,5,16/05/2019,Positive,4,1,0
nhận con hôm máy đầm chắc_tay cảm_ứng mượt cảm_biến bên hông tiện tay thích,5,8/4/2020,Positive,3,0,0
mới mua hồi chiều về cập_nhật phần_mềm chơi lq mới vô trận văg vô nó mới ko thoát haizz ko pit hị lỗi phần miền hay j juawx,4,18/06/2020,Negative,0,0,1
tất_cả ok pin tuột nhanh sạc nhanh ổn mong chỉnh hiệu pinned,5,15/09/2019,Positive,1,1,0
nhân_viên tư nhiệt_tình về sản_phẩm còn sản_phẩm còn vivo unumber dùng thời_gian mới biết,4,30/06/2020,Positive,1,1,0
anumber numberram khác đâu anumber numberram trùm camera đẹp game mượt tùy_game max độ_họa luôn,5,16/05/2020,Positive,2,0,0
dùng đc một tuần thấy pin ngon thiết_kế máy đẹp màn to hơi tối tái_camera tầm trung cảm_ứng mượt bắt wifi kém hơn loại máy xài tóm thích pin thiết_kế cả thái_độ phục_vụ khách_hàng trong mùa dịch,4,12/4/2020,Positive,3,3,0
mới mua number trải nghiệm dùng number đt cảm_nhận pin tạm tuy_nhiên chế dộ sạc nhanh sạc lâu xem phim full màn_hình mất number khúc ko thể_hiện đủ nội_dung chơi game cảm_giác mượt lắm thua sam chụp hình sắc nét thể chụp thiếu sáng loa thoại nghe to rõ ok ko nghe nén dc người bên cạnh nghe dc tóm giá tầm trung sài_em tạm,4,26/10/2019,Neutral,1,3,2
liên_quân fee file mượtcó camera chụp hình k đc đẹppin trâu bòmua hàng gặp a quản_lí tgdd nói xiu dễ_thương,5,20/02/2020,Positive,3,0,1
máy chạy chậm ỳ ạch lắmthiết kế thô xâu người già xài hợp hơn nói_chung giá khoảng number triệu,2,15/08/2019,Negative,0,1,2
numbertr chụp bình_thường đẹp zoom noise xấu qá biết phần_mềm hay,3,16/03/2020,Negative,0,1,1
mình mới mua máy chất number tháng mình sài thấy bình_thường thôi pin mầu hết_mình nói fb zalo ko nóng hay hết sắc pin vô nhanh đúng đầu sạc nó còn ko nóng lâu vô pin,3,5/5/2020,Neutral,0,2,1
quá tốt trong tầm phân khúc xem ytobe mượt chụp ảnh tốt mình hài_lòng,5,25/04/2020,Positive,3,1,0
um keynumber nó chíp hơi đuối trong tầm giá bù ta màng hình đẹp camera ngon đặc_biệt một nền_tảng bảo_mật số một cả iphone x đứng,5,8/7/2019,Positive,3,1,1
tôi biết_mấy bạn tôi quá ok vân tay nhạy chắc nha dán cường_lực quá dày number lần sạc đủ number tiếng pin dùng cả ngày tối còn dư khoản number hiệu_năng thứ ok ngoài nó giống anumber thêm bút spen mọi thứ ok,5,20/03/2020,Positive,4,0,1
nút âm_lượng ko đụng tự bật to hạ_âm xuống chế_độ sạc nhanh sạc gần number tiếng numberp mới đầy pin,3,14/07/2019,Negative,0,0,2
mua number tuần sử_dụng chán camera quá ảo trắng hết cả mặt dùng thỉnh_thoảng chuyển ứng_dụng khá chậm mặc_dù máy mới mua bắt sóng yếu màu_sắc màn_hình ko đẹp jnumber dùng quen dùng samsung định lấy anumber đến cửa_hàng mấy chị nhân_viên tư_vấn lấy oppo hơn mặc_dù phục_vụ tốt đánh_giá number sao,3,3/4/2020,Negative,0,1,5
mình mua number tuần máy tốt pin trâu mình nghĩ tầm giá dòng khác tốt hơi buồn pin tiêu_thụ quá nhanh,3,4/6/2020,Negative,1,1,1
sản_phẩm tốt về mọi mặt trong tầm giá trừ camera nói_xấu còn ok,4,13/10/2019,Negative,1,1,1
máy mới mua về lâu đơ cảm_ứngkhi mua nhận viên tư_vấn mua loại sam sung numbers bảo máy dùng thíchai dè mua về thấy thế nghe phát chán,1,17/11/2019,Negative,0,0,2
chơi game moba con_quay chuột thi_thoảng mất kiểm_soát bang pubg mobile pin cực trâu number độ sáng vân tay nhạy ghê ấy đọc toàn lỗi sóng_sánh thật noai kiện hết tốc_độ cao numberg con jnumberpro number chip number nó load fb mượt kinh con anumber load toàn trắng màn_hình một mới wifi bắt yếu hơn mấy con china thật còn tuyệt_vời,3,15/07/2019,Neutral,2,0,2
sử_dụng cảm_thấy tuột pin nhanh numberh sử_dụng tuột gần number pin còn thấy ok,2,22/03/2020,Neutral,1,0,1
điện_thoại mình mua khoảng hai tháng đầu loạn cảm_ứng đơ number bản cập_nhật điện_thoại êm hoàn_toàn luon pin xài lâu,4,22/11/2019,Positive,1,1,0
sản_phẩm quá ngon giá chơi pubg lak pin trâu đẹp mới mua ở bmt,5,11/8/2020,Positive,3,2,0
máy thiết_kế đẹp cầm êm hơn con ynumber prim ban_đầu phân_vân giữa con ynumber prim number thấy con đẹp quyết_định mua pnumber lite màu trắng quá đẹp sạc pin nhanh giá hợp_lý giảm number còn thêm numberk khách_hàng thân_thiết còn number,5,22/07/2019,Positive,3,0,0
máy vô ưng ýngon mượtko chplay gg xài tốt đầy_đủ ứng dụnggood,5,14/07/2020,Positive,2,0,0
chán thật biết máy mình lỗi hay dòng máy lỗi xem phim xem video bật chất_lượng cao nhất thấy ghẻ thâmh chí bằng chất_lượng máy cũ mình nokia number,1,9/5/2020,Negative,0,0,1
mua hơn number tháng hôm đi mưa rè loa gần camera selfie chống nước sấy địên thoại thường cảm_thấy thất_vọng quá,2,28/05/2017,Negative,0,0,3
thiết_kế đẹp màn_hình liền mạch cam đẹp chất ảnh trong hơn oppo hiệu_năng nhanh mượt ở tác vụ cơ_bản face zalo you tube màn hiển_thị rực_rỡ,5,3/1/2020,Positive,4,0,0
máy tệ mẹ mình mua về đổi mình đọc mới biết con chip cùi snumber chụp hình xấu đui giá numberk giảm còn numberk biết tiền ít máy cùi mình dùng con oppo cùi anumberk còn ngon hơn chụp ảnh đẹp hơn dùng number tháng đt đêm tụt number còn con anumber mới xài number ngày_đêm tụt number d dùng number ngày chịu lỗ numberk mua con khác máy quá tệ trong tầm giá mua oppo redmi còn ngon hơn,1,23/07/2020,Negative,1,0,4
chơi game loadn siu tốc nha ae đập dt sài rùi múc con về nhé,5,8/2/2020,Positive,2,0,0
máy sài khá tốt tôi hài_lòng pin tốt máy lướt mượt sài dòng máy hãng cũng rất lâu,4,18/12/2019,Positive,3,0,0
thiết_kế sang chảnh đẳng_cấp chuẩn_mực cấu_hình mạnh_mẽ trang chống nước chống bụi tuyệt_đối chuẩn ipnumber dùng ổn_định chơi game cực phê tiền nào,5,1/7/2018,Positive,4,1,0
sài number tháng máy hiện chậm lag chơi bupg pin tạm ổn cam tạm wifi hơi chậm hơn mới mua lần cuối mình sài chip meditek,4,1/4/2020,Negative,0,2,2
tất_cả mọi thứ ổn trừ màn_hình ước màn ngon hơn number chút sản_phẩm tuyệt_vời nhất,4,28/11/2019,Neutral,1,0,1
máy e tình_trạng viền đen xung_quanh màn_hình s ạ sản_phẩm quá tệ pin trâu xuống cực nhanh gọi còn tối đen mấy phút xg mới dc,5,12/5/2020,Negative,0,0,4
tất_cả tốt ngoại_trừ pin sạc quá lâu number tiếng đầy khá quảng_cáo,1,27/05/2020,Negative,1,0,2
máy hình tới numbergb tải vài ứng_dụng cơ_bản thôi máy lag number điểm cảm_ứng máy facebook lướt một_vài phút out game khỏi nói chả nào chiến android number vui tải game hay ứng_dụng về chưng thôi dùng nổi thề thà numbertr mua tay cũ xíu ngon hơn máy mua number tuần thay liền ấm_ức chịu nổi,1,15/10/2019,Negative,0,1,3
điện_thoại xài bền chơi game ổn camera tuyệt chip mượt pin trâu còn sạc nhanh,5,11/3/2020,Positive,4,0,0
mới đổi thứ nhất chuẩn đổi thứ hai thứ nhất lỗi khuôn_mặt thứ hai lòi came còn ji ok,4,23/11/2019,Negative,1,0,2
tốt nhân_viên nhiệt_tình sp k hiện biểu_tượng cắm tai_nghe stt ngon trong tầm giá,5,7/1/2020,Positive,2,1,1
tôi mua đc hơn numbertháng mọi thứ sử_dụng okchỉ mở khóa vân tay nhạy lắmđã cập_nhật phiên bảnmáy ko chơi game mạng chạy nhanh sin béchid hí,5,16/12/2019,Positive,2,0,1
ngon trong tầm giá tuy vuốt ko thoải tìm ứg dụg lắm nhưg giá number triệu mjh thấy ok rôi nhưg về lâu_dài ko bjet ntnrất mog nó bền ít_nhất numbernăm,5,4/1/2020,Negative,1,1,1
điện_thoại tưởng ngon ai_ngờ ngon tưởng pin tạm ổn phím bấm nảy cao ok nhạc to êm rè nhìn chắc_chắn máy nhạy bấm im thao_tác nhanh nhân_viên nhiệt_tình numbersao,5,6/12/2019,Positive,3,1,0
quá tốt trong tầm giá anh_chị nhân_viên vui_vẻ nhiệt_tình_cảm_ơn tgdd,5,9/4/2020,Positive,2,1,0
máy đẹp mình mua màu xanh mặt lưng nhìn đẹp màn_hình to đẹp mình lướt fb xem youtube mượt mua trả_góp number nữarất phù_hợp sinh_viên nha bạn,5,17/04/2020,Positive,4,0,0
kiểu_dáng đẹp pin sạc nhanh đầy nhanh hết pin mở máy bằng vân tay chán hết chỗ nói ấn number lần number nói_chung bình_thường giá tiền,3,2/3/2020,Positive,2,1,1
máy xài ổn trong tầm giá mặc_dù hơi lag tí giá ok một máy tầm trung,4,22/09/2019,Positive,2,0,1
chơi game hay đứng k tự đc bấm về giao_diện chính pin xuống nhanh bù sạc ok,1,20/04/2020,Negative,0,1,1
xài đc number tháng đánh liên_quân ok giờ pin tụt nhanh quá à tìm ốp lưng đẹp máy,5,2/10/2019,Neutral,1,0,1
toàn bọn dùng cục gạch dùng cảm_ứng bao_giờ đéo biết xài đổi lọ nói nhăng xằng,5,15/03/2020,Negative,0,0,0
hài_lòng xứng_đáng mua ở tầm giá pin trâu cam chụp đẹp chơi game ngon vân tay nhạy,5,17/05/2020,Positive,5,1,0
mới lấy máy trưa cảm_thấy máy mượt pin thấy ổn mình thích cách phục_vụ đmx number sao,5,29/09/2019,Positive,3,0,0
màn_hình hơi ám vàng nhẹ loa âm_âm_thanh lớn giá quá rẻ đòi_hỏi,5,12/3/2020,Negative,1,0,2
xài ngon bền video full hd kết_nối tivi chuẩn chiếu ứng_dụng fb zl game tất_cả tivi sáng,5,17/08/2020,Positive,3,0,0
máy sài ngon mượt giá còn mềm thiết_kế đẹp máy cầm nhẹ_nhàng tay pin trâu công_nghệ sạc nhanh,5,15/03/2020,Positive,5,0,0
nhân_viên tận tìnhnhiệt tình tư_vấn hỗ trợsản phẩm mượtvừa mua nãynhưng tiếc chạm number điểm màn hìnhcòn ok hết,4,19/01/2020,Positive,3,0,1
máy tôi mới mua về mới ngày tự rớt cuộc_gọi khắc_phục mới lần ko,1,6/6/2020,Negative,0,0,1
dùng number tháng thấy ổn dùng mượt chơi game ngon antutu numberk khủng camera đẹp chấp_nhận màn_hình lâu_lâu hiện_tượng bóng mờ burnin,5,25/02/2020,Positive,3,0,1
nói_chung thời_gian tôi xài máy tốt manh mẻ chơi mượt pin trâu ko j chê khung viền máy dễ trầy_xước quá thôi con_thứ ok,5,21/06/2020,Positive,2,0,1
sản_phẩm xài mượt chơi game hơi ấm pin trâu sạc pin nhanh nói_chung ngon nhân_viên tư_vấn điện_thoại ở đường number tân kì tân quý nhiệt_tình_cảm_thấy hài_lòng,4,27/06/2020,Positive,3,1,0
mọi người ko biết cách dùng hay ấy đặc_biệt đón chíp helio gnumbert chạy game liên_quân gần bằng iphone numberlướt webyoutube messenger ko tính chơi game pin number hơn number tiếng trong tầm number triệu quá hời dòng xiaomi con mình mua tgdd đấy nhé dùng dòng điện_thoại chê em đc tóm cá_nhân mình nhận_xét xiaomi notes number pro iphone đệ nhị,5,27/05/2020,Positive,3,0,0
mới mua về number vài lỗi lặt_vặt mình xài con oppo fnumber pin con mình ko thấy trâu hơn oppo fnumber j mấy còn chơi game ok,4,21/07/2020,Negative,0,1,2
ở tầm giá chắc ko ai nổi vsmart bây_giờ giá rẻ chíp ngon vs còn xiaomi bắt trend giá mây_xanh,5,20/02/2020,Positive,3,0,0
tắt chế_độ hẹn giờ bậttắt máy đi đọc cmt mắc cười sụp nguồn đồ,5,14/04/2020,Negative,0,0,0
sạc nóng number wifi bắt kém thường_xuyên ngắt ko rõ lý trải nghiệm tệ,3,20/05/2020,Negative,0,0,3
mua máy ngày number đến number đổi number máy mata wiffi tự_động trong đánh game liên_quân gọi messages camera tối hùthấy hàm_răng ko bên hãng chơi cách khác phục nào đc về wiffi k ạchán quá ạđổi máy thứ number đấy,4,14/05/2019,Negative,0,0,3
máy xài cực_kì mượt sạc pin nhanh chơi game khỏi bàn camera cưc kì nét video chống rung quá tốt kèm màn numberk vs numberhz khỏi bàn khuyên mn mua về xài mới bít đc mượt cở nào,5,2/7/2020,Positive,5,0,0
sd gần tháng cảm_thấy hài_lòng về em camera khá ổn chị tiếc khác loa ko dc tớ lắm nói_chung ok nvtgdd tư_vấn nhiệt_tình đáo vui_vẻ,5,27/04/2019,Positive,3,0,1
sài samsung cnumberpro nghe dt mới chay đổi ai_ngờ quá thất_vọng luôn sài dòng samsung nghe nhân_viên quảng_cáo ngon mua number luôn lẻ bỏ luôn,1,27/05/2020,Negative,0,0,0
dùng numberthời gian camera đèn led lỗi dùng đượcchơi game tạm hay mất thông_tin,2,31/03/2020,Negative,0,1,2
mua dt redmi notenumber sử_dụng dc number tháng nói_chung ko phàn_nàn mua redmi notenumber,5,7/7/2019,Positive,2,0,0
sản_phẩm quá tuyệt_vời pin trâu cấu_hình mạnh sản_phẩm đẹp khoong chê trong tầm giá,5,20/02/2020,Positive,4,1,0
mình mua được tháng rồi máy nói_chung được chơi game thì đứng liên_tục rất là chán,3,17/07/2019,Neutral,1,0,1
sản_phẩm dùng tốt pin khoảng numberh dùng liên_tục dùng number tháng thấy lỗi ios number,3,8/1/2019,Neutral,1,2,0
máy ok cục sạc lâu number tiếng numbermình lấy cục sac huawei sac nhanh monh tgdd khắc_phục về cục sạc nha,3,2/10/2019,Neutral,1,0,1
máy dùng tốt pin ổn chơi game nóng máy hiện_tượng giật lag mặt lưng sao giống bằng nhựa quá,4,24/07/2019,Neutral,2,0,2
number tuần sử_dụng thấy thất_vọng về quả pin number ko hao pin nhanh chơi game hơi giật nói_chung sai_lầm lựa_chọn anumber huawei đùng còn thích hơn,2,9/10/2019,Negative,0,0,3
điện_thoại đơ hết khả_năng luôn mức giá kém hơn oppo anumbers thất_vọng ghê_gớm về samsung,1,25/09/2019,Negative,0,1,3
cảm_biến vân tay quá kém mọi chức_năng khác ok mình mua giá km numberk giờ number k ai dự_định mua đắn_đo chút,4,15/04/2020,Negative,1,1,1
máy ok chơi game mượt ko lag nt gọi điện ok ko nói giá_cả phù_hợp sinh_viên mọi người lmj chê ghê thế tui thấy ok,5,11/8/2020,Positive,4,0,0
trải nghiệm sản_phẩm vượt mong_đợi dùng hôm_nay dùng thêm number dt samsung quảng_cáo quá khách_hàng người đánh_giá chính_xác nhất,5,7/7/2020,Positive,1,0,0
k chê luôn chụp hình đẹpsạc nhanhpin trâu nữamình chơi liên_quân thấy ngon k tưởng,5,9/3/2020,Positive,4,0,0
thiết_kế đẹp cấu_hình tốt màn_hình đẹp chụp hình ko tệ giá pin trâu sạc nhanh quá đỉnh dùng đc number tháng ko chê mua mấy con cấu_hình mắc hơn hãng khác mới chuyển samsung sang oppo bây_giờ fan vivo,5,7/1/2020,Positive,5,1,0
sản_phẩm quá tệ dùng number tuần cảm_thấy ức_chế muốn đập a number thua cả con jnumber number củ,1,27/05/2020,Negative,0,0,1
mới mua được number ngày máy chạy ứng_dụng rất nóng pin nhanh hết để cũng tụt phần_trăm pin còn lại đều ổn,3,1/6/2019,Negative,1,0,2
tuyệt_vời cấu_hình ổn pin trâu màng đẹp camera ok trong tầm giá ko j chê cả anh_em nào chơi pupg ko mua nha đt cày liên_quân đc thôi,5,10/1/2020,Positive,5,1,0
sản_phẩm thích đúng nhu_cầu sử_dụng hiện mình cấu_hình mạnh chụp hình đẹp pin sử_dụng lâu nhân_viên nhiệt_tình,5,28/07/2018,Positive,5,0,0
tốt nhất ko mua hãy sập nguồn tôi đổi máy mới mất number phần_trăm tiền máy đổi xong mấy mới nạn realme numberi,1,31/05/2020,Negative,0,0,3
đổi con máy thứ number con đầu đơ camera k chụp hình d còn con_thứ number bật wifi ok đến tắt màn_hình wifi tắt luôn mặc_dù k tắt_wifi,3,9/5/2020,Negative,0,0,2
máy tuột pin nhanhnóng khủng khiếpmở nhạc thì rung cả màng hình hic,1,6/12/2019,Negative,0,0,3
máy hay dơ loạn cảm_ứng nửa mọi người cân_nhắc_kỷ mua em nónếu mang bệnh_tức,1,6/11/2019,Negative,0,0,3
mình mới mua máy number tháng thấy máy bắt wifi numberg kém thỉnh_thoảng khởi_động mới pin nhanh hết thất_vọng mua máy mọi người mua,1,22/07/2020,Negative,0,0,3
máy ngon thật phần_mềm còn hơi lỗi chơi game vs nghe nhạc diều tốt máy còn mượt,5,22/05/2020,Positive,2,1,0
sản_phẩm tuyệt number tháng dùng tốt hơn hàng trung_quốc trong tầm giá cgo number sao hàng việt_nam,5,23/04/2020,Positive,2,1,0
máy êm mượt chơi game ok chơi liên_quân ổn pin tuột hơi nhanh chút sao,4,18/07/2020,Neutral,1,0,1
máy đẹp chơi pubg mượt lướt hay đơ máy thỉnh_thoảng mình chơi pubg hiện_tượng nhấn nút bắn k nhạy lướt web đọc truyện đơ màn_hình máy nhanh nóng chụp hình dù mình cầm_chắc máy báo làm sắc nét bức ảnh vui_lòng cầm_chắc máy k biết lỗi,4,6/5/2020,Negative,1,1,1
sao number ngày trải nghiệm pin trâu sạc numberh mới đầy tôi thấy dt xài hay đứng máy loi,2,29/12/2019,Negative,0,1,1
snumber máy ngon chạy vài năm ưng_ý dòng máy bền_vững,5,28/12/2019,Positive,1,0,0
mới rinh về hôm wa luôn dùng thấy pin nhanh hết cảm_biến vân tay nhạy lắm face quá ok luôn chụp hình ảo dịu vê lờ dành thánh_sống ảo mấy thánh biết chụp nè giá tầm đòi_hỏi xịn xò tự sản_xuất dùng nha mấy thánh,5,28/10/2019,Negative,1,0,2
mình thấy tốt nhỏ gọn ios mượt hài_lòng nhân_viên điện_máy xanh xã mỹ hạnh nam gần phúc an cyty đức hoà long_an,5,27/10/2019,Positive,4,0,0
máy chạy ổn chụp ảnh rõ bình_thường chơi zalo cả fb em chơi game bây_giờ thấy chạy tốt lỗi,5,2/12/2019,Positive,2,0,0
mình mới mua con ngày hôm thử nghe nhạc êm âm_thanh pass nghe ấm mình ở trong hẻm wifi xài numberg gọi message rõ chụp hình đẹp mới trải nghiệm nhiêu ah nhân_viên điện_máy xanh nhiệt_tình chờ lâu chút bé nv xin_lỗi hoài sợ mình chờ_đợi nói_chung mua ở dmx thích nhất,4,23/07/2020,Positive,3,0,0
mới mua đc number tháng giảm hơn numbertr hajzzz rớt_giá nhanh quá còn về phần máy xài ok,5,3/7/2020,Neutral,1,0,1
cực_kỳ tốt lun ấy camera selfie hơi thất_vọng tí cam cực_kỳ tốt dùng chụp ảnh phong_cảnh tốt cực_kỳ đấy mấy ông mấy bà,5,10/4/2020,Positive,1,1,0
chơi games lag lướt web giật lag number kiện pin trâu màn_hình giọt đẹp thích cấu_hình lắm,5,20/03/2019,Positive,2,0,1
tốt tuy_nhiên mình muốn hỏi máy mua dán chống trầy hay cường_lực ạ,5,21/01/2020,Positive,1,0,0
pin numbermah k trâuxài tầm number ngày hếtmặc dù k chơi game lướt fb xem youtube đóng hết tất_cả ứng_dụng chạy ngầm bật mode tiết_kiệm pin,2,13/07/2020,Negative,0,0,1
thất_vọng camera đúc túi quần xước mạng tốc_độ cao rùa vậywafi bắt ko bằng iphone number,2,14/06/2019,Negative,0,0,2
máy mới mua number ngày nghe nhạc đột_nhiên màn_hình tắt đem máy đối nv đmx bảo gửi thẩm_định bảo máy vô nước đối trả tiền number triệu thất vong vô,1,19/02/2020,Negative,0,0,2
máy bố_mẹ tặng mình xài mới number tháng máy lag cực_kì mới mua xài oke number tuần ko hiểu sao máy lag cực_kì còn vân tay ko nhạy ko nói hung về độ nhạy ko bằng jnumber pro tuy đời cũ nà xài còn oke hơn,3,16/02/2020,Negative,0,0,2
nhìn máy chắc_chắn hơn đẹp chơi game đồ hoa cao nét nói_chung chụp ảnh ok,5,26/10/2019,Positive,3,0,0
thua con anumber number thất_vọng quá tệ luôn máy nhanh hết pin mặc_dù k dùng mấy camera lóa loa bé vân tay đc kchán,1,27/06/2020,Negative,0,0,4
xài oke mượt,5,16/01/2020,Positive,2,0,0
hứa bao_giờ đặt_chân vô tgdd mua đt hay gìmình mới mua ipnumber plus mới sáng về dùng mở máy thấy thanh thông_báo tắt máy mở ngoài mua máy xách tay lành giờ lỡ mua ráng ngậm cục tức dùng đỡ thôi,1,3/5/2020,Negative,0,0,1
sài tốt pin tuột nhanh gần number tháng ko hết tuột pin sạc nhanh ok,3,27/05/2020,Positive,1,1,0
mua máy về đầy number tháng đi đổi number lần nào về sử_dụng đc number tuần loạn màn_hình tự nhảy ứng_dụng lung_tung đi đổi sang máy vivo ynumber lỗ hơn numbertr khuyên number chọn sản_phẩm anumbers samsung,1,30/05/2020,Negative,0,0,2
nói_chung đầu xài ngonnhưng hẹ thống phần_mềm nặng cấp riệt ròi xài dở_tệnhức bất_wifi yêu,2,15/07/2020,Negative,1,0,2
mik mua đk number ngày vài lỗi kỹ_thuật màn_hình nhiêu tivi nhiễu sóng máy đơ cảm_ứng nhận lệnh chậm chơi game thù âm_thanh phát loa gọi điện k loa ngoài thật muốn đổi máy khác xem lỗi k hay máy mjk trục_trặc,2,9/2/2020,Negative,0,0,3
sạc pin sao đúng moi người sạc đầy number rút đến sáng tắt wifi numberg tụt number pin máy sạc lần number,3,17/02/2020,Negative,0,0,1
sản_phẩm mua tốt tôi thích mua sản_phẩm bên điện_máy xanh thế_giới di_động sảm phẩm thuận_tiện công tôi thích tính_năng mới,5,6/10/2018,Positive,3,0,0
mọi thứ quá ok điện_thoại tầm trung loa hơi nhỏ xem youtube mấy khác thôi game phần_mềm game turbo tăng chất_lượng âm_thanh nghe to mình hỏi luôn note number pro android number sao cập_nhật miui number ta hay hỗ_trợ,5,22/02/2020,Neutral,1,3,0
thật tuyệt_vời mua hôm giảm number quad tuyêth vời siêu phẩm nhà táo ko còn chê cả numberplus luôn numberpro max ổn nhân_viên nhiệt_tình vui_vẻ,5,31/01/2020,Positive,3,0,0
máy pin trâu sai tốt sóng điện_thoại wifi khỏe hiệu tượng giực làng camera tạm vân tay nhạy giá_thành rẻ mới người mua cảm_nhận,5,17/04/2020,Positive,6,0,0
mua hơn numbertháng nói_chung tầm giá tất_cả ok đáng mua tiếc ko kèm tai_nghe thôi,5,7/8/2020,Positive,2,0,1
mình mua máy đc number ngày máy đẹp sài_k nóng máy còn pin ok sài đc number ngày cảm_biến vân tay đầu nhạy sài number ngày còn mở đc khởi_động máy mới trở bình_thường,4,21/11/2019,Positive,3,1,0
pin trâu màng hình tạm ổn độ sáng cao thiết_kế hơi thô chơi game mượt lqbug sạc nhanh nói_chung dùng number ngày cảm_thấy phù_hợp bản_thân,4,21/11/2019,Neutral,2,1,2
con túi_tiền xài ok máy mạnh pin trâu chơi game mượt ko nóng tôi dùngxài liên_tục tằm numbertieng,4,18/04/2020,Positive,4,0,0
tìm_hiểu đọc khá bình_luận về máy mua riêng mình thấy máy ổn chạy mượt vấn_đề trong quá_trình sử_dụng pin trâu thích,5,26/05/2020,Positive,3,0,0
máy nóng camera đc mới mua number tháng thôi k biết sao,2,11/7/2020,Negative,0,0,2
mặc_dù máy hơi mau nóng thích thiết_kế cũ iphone mặc lưng nhám number sao thôi,5,15/10/2019,Neutral,1,0,1
k hiểu b chê điểm nào pin k dùng cũg hết no kiamìh dùng thấy numberh k dùg sút number pin thế yếu à,5,27/05/2020,Positive,1,0,0
pin tốt màn_hình trung_bình khá âm_thanh sống_động cực hay chơi asphat number siêu mượt,5,15/11/2019,Positive,3,1,0
wifi bắt tốt chiến game ngon ko nóng máy ko lagchụp hình đẹp thường mua toàn number sao hãy number sao đt ngon nhân_viên ko đc hài_lòng lắm thái_độ hơi khinh người bớt number sao,4,14/02/2020,Positive,3,0,1
tôi mua máy xài cả năm có bị gì đâuthời gian pin hơi xuống một_chút thôirơi rớt ầm_ầm mà chả xi nhê gì cả,5,17/02/2020,Positive,1,1,0
tốt_đôi nóng máy nhân_viên phục_vụ ok máy liên_quân tương_đối nhanh ko lag,4,3/7/2019,Positive,2,1,0
máy ngon pin number cực trâu mình dùng làm máy phụ nghe gọi nhắn_tin xem nhẹ netflix gần number ngày quá ngon trong tầm giá,5,1/7/2020,Positive,2,1,0
điện_thoại tuyệt chơi game mượt chụp hình cực sắc nét bin trâu chơi game liên_quân khoảng numberh tôi hài_lòng điện_thoại,5,11/7/2020,Positive,4,0,0
