comment,n_star,date_time,label,positive_count,neutral_count,negative_count
máy mượt con chip anumber pin ổn dùng cả ngày mới hết màu vàng đẹp sang nhân_viên tư_vấn nhiệt_tình vui vẻđúng chọn sai mua_thiết điện_tử,5,10/11/2018,Positive,4,0,0
nói_chung ổnpin hẻo vc pin numberknumber tuột k phanh k dùng đếnpin sạc nhanh game mượt còn lâu_dài k biết,4,8/8/2020,Neutral,1,2,0
sử_dụng êm thân máy đẹp nhưg tầm năm tự_động văn game chán lắm ạ ai giải_thích em biết lí sao,3,26/07/2020,Negative,1,1,1
sp tốt đa_nhiệm ok liên_quân cấu_hình cao fps numberảnh chụp đẹp night mode hơi phế chạm antutu hơi nóng nano chống nước trời mưa ko sợ lắmbất tiện tay hay mồ_hôi sài nó hơi gậtnhìn chúng tốt trong tầm giá,5,21/01/2020,Positive,4,1,1
hay lỗi camera đổi k biết phần_mềm hay máy trc nâng_cấp phần_mềm r k,3,16/06/2020,Negative,0,0,1
đáng tiền máy mượt đẹp pin xài mấy tiếng mất vài ko đáng_kể ổn số vs giá,5,11/11/2019,Positive,5,0,0
nhân_viên tư_vấn nhiệt_tình mới lấy máy hôm hôm_nay loa rè kinh_khủng luôn number sao nhân_viên number sao máy,3,25/11/2019,Negative,0,1,2
hình number bên loa nghe thôi mình bịt loa bên trái nghe bth bịt bên nghe biết máy hay hàng lỗi máy mình tình_trạng y_trang bạn huyền ko biết làm s,3,26/03/2020,Negative,0,0,1
xài number tháng camera chụp đẹp pin ổn phiền hay loạn bàn_phím nhảy chữ lung_tung bắt sóng wifi yếu ngoài camera nhỉnh hơn một_chút còn bình_thường,4,10/3/2020,Positive,2,1,1
máy cấu_hình ngon giá ok còn lõi nhất chế_độ bõ túi cảm_biến tiệm cận mua máy ở thế_giới di_động đem trã thít nhất cách phục_vụ nhân_viên vui vẽ ân dù đem đi bảo_hành,1,13/06/2020,Positive,3,0,1
moi mua number ngày thay pin tuột nhanh máy nóngđem kiểm_tra nhân_viên cập_nhật gi đem về y gơi đi kiem tra trả noi givê xai nãn xài oppo fnumber pro sanh voi oppo reno numberf thây dỡ hơn rõ_rệt đề nghi oppo cach khăc phục khach hang lỡ mua,1,21/05/2020,Negative,0,0,4
pin tuộc quá nhanh dù chơi game wifi thu mạnh xài con redmi note number đổi con hối_hận màn_hình quá tối note number chỉnh sáng hao pin,1,4/9/2019,Negative,1,0,3
máy sài ok tầm giá number triệu ok chụp hình đẹp máy đẹp mượt mới mua number tuần còn k biết dùng lâu nào,5,10/12/2019,Positive,4,1,0
em mới mua number thời_gian thôi nó sụt pin khó_chịu ấy mới mua ok lắm number thời_gian pin mau tụt sài đấy tụt number tắt hết ứng_dụng chạy ngầm bật siêu tiết_kiệm pin sáng dậy sụt bật sáng dậy sụt tận number,1,15/08/2020,Negative,0,0,1
ai mua đừng muamay lỗi nhiềuthat vọng lần đầu quá hãng nàychi đc ngoại_hình,3,22/06/2020,Negative,1,0,3
máy đẹp mướt chụp hình bao ảo mới mua test game nhân_viên tgdd number nguyễn văn cừ ninh kiều_thơ xinh còn tư_vấn nhiệt_tình,5,19/04/2019,Positive,4,0,0
mình mới mua number hôm dùng mọi thứ oksạc pin song rút number numberh sángđến numberh sáng number mọi ng bảo android number dùng thích mình ko hay nguyên e nhân_viên nhiệt_tình thân_thiện hihi mua đt còn tặng thêm củ sạc pin dự phònghihi,5,17/06/2020,Positive,4,0,0
nhanh gọn lẹ ae nào phân_vân con quá tuyệt mình mua con đc number hôm r chủ_yếu chơi game mình xin nhận_xét về hiệu_năng chơi game pin bao trâu máy chơi tầm number tiếng ấm máy k nóng đồn hạ_nhiệt mát nhanh tắt máy tầm number numberp mát thường bao hết dòng game onl hiện_nay ở hd nói_chung mình người dùng thấy ok đánh_giá ae khỏi phân_vân,5,14/10/2019,Positive,3,0,0
tôi thấy máy ngon mượt ok mọi thứ chụp ảnh đẹp nge gọi tốt mạng nhanh pin quá_khỏe,5,14/08/2020,Positive,5,0,0
mới mua realme numberi về nói_chung tất_cả ngon pin numberk trâu lun sài cả number ngày chơi game vẩn hết pin chơi gaem mượt giật lát chút nào cả trong tầm giá numberđ máy ổn_định ngon tuy_nhiên máy hơi nóng xíu,5,20/07/2020,Positive,2,2,0
sản_phẩm gọn hơn note number màn_hình siêu đẹp chụp ảnh đỉnh_cao mới trải nghiệm vài tiếng hài_lòng sản_phẩm,5,15/03/2020,Positive,3,0,1
pin trâu dùng mượt sóng wifi hơi yếu trừ number sao camera xấu tệ xấu hơn cả joynumber,4,15/08/2020,Neutral,2,0,2
máy dễ nóng tự hạ fps cảm_giác khó_chịu còn mượt nói_chung bèo trong tầm giá máy cao_cấp chán nãn chíp exynos samsung,3,11/4/2020,Negative,0,1,2
pin trâu chiến game ngon vân tay mượt nhận_diện face tốt camera ổn dùng ngon,5,16/03/2020,Positive,5,0,0
bắt sóng quá chán chỗ nào xa cột sóng hoặc trong phòng kín nghe gọi bên kia nghe chập_chờn nghe mất cuộc_gọi luôn trong máy khác chẳng bao_giờ mới_đầu tưởng máy lỗi ko đi đổi con khác muốn ủng_hộ hàng việt thất_vọng quá,1,25/04/2020,Negative,0,0,2
dùng app chụp hình soda ulike hoặc tắt màn_hình hoạt_động hai loa một loa phát tiếng dù loa kép,4,18/05/2020,Negative,0,0,1
mới mua về bấm phím cứng nút nguồn phím xuống âm_lượng chụp màn_hình k đc bực j đâu loa hơi lòe tạm đc,2,30/11/2019,Negative,0,0,1
pin trâu sài lâu hết màn_hình đẹp độ phân_giải cao thích thương_hiệu samsung k làm mình thật vọng thật,5,2/10/2019,Positive,3,0,0
ai nói xài mượt riêng bản_thân thấy ngon hơn dòng máy giá màn_hình lớn thiết_kế mỏng nhẹ bộ_nhớ khủng,5,27/06/2020,Positive,4,1,0
mới mua dc number ngày_giờ sắc ko ăn mở nguồn ko dc cảm_ứng kém mua number ngày_giờ gưởi hãng thẩm_định number ngày mượn máy sài dần chân samsung vn riec chất_lượng thấp wa nghe hô wa mua rôi thất_vọng hứa lòng ko sai samsung,1,18/03/2020,Negative,0,0,3
qtv mình hỏi mình mua máy mới đc number tuần s độ sáng màn_hình tự tăng tự giảm vậyvới tin nhắn gởi k đc bảo lỗi k,2,26/11/2019,Negative,0,0,0
máy đẹp chụp hình đẹp ghêmình chơi game liên_quân thấy mượt ok nhân_viên phục_vụ tốt,5,29/04/2020,Positive,4,0,0
mình mới mua number ngày sao m chụp hình sao gọi video mờ ls ạ,5,22/09/2019,Negative,0,0,1
mới mua tuần phát_hiện lỗi loa trongmang đổi đến number lần mới đổi đượcđổi máy mới loa bésạc chậmmang đổi nói đi bảo_dưỡng mất number ngày hết mất ngày đổi trả còn đâuthua con luôn máy toàn lỗi đổi,1,30/07/2020,Negative,0,0,4
mới mua numberngày dùng khá ổn pin trâu giá_cả hợp_lý,5,13/08/2019,Positive,3,0,0
máy thiết_kế đẹp sang_trọng chụp ảnh sắc nét cấu_hình tạm ổn nhân_viên tư_vấn nhiệt_tình thân_thiện gần gũinói chung mọi thứ ok,5,2/5/2020,Positive,4,0,1
e hỏi k bít máy e lỗi k nó mất sóng r tự khóa màn_hình s ạ,3,16/04/2020,Negative,0,0,2
điện_thoại chạy mượt đáp_ứng nhu_cầu chơi game hài_lòng về sản_phẩm,4,11/9/2018,Positive,2,0,0
tốt mong công_ty sân sửa cầm mẹ mới ảo mờ chơi game hỏi nóng mấy mong công_ty sửa nhug lỗi hệ_thống ok,5,14/02/2020,Negative,0,0,2
tất_cả okn quá lag vô zing mpnumber nghe nhạc bấm nó đơlúc nhạc chạy n ko nghe j,4,2/8/2020,Neutral,1,0,1
sp dùng ok wifi yếu xem modem chơi game nặng máy mát modem wifi fpt đổi dùng numbern lỗi còn modem viettel nó khác hoàn_toàn,4,4/6/2020,Positive,2,1,0
nhân_viên giao hàng tận_tình máy ngon pin nhanh sụt mình mới mua bạn ạ khuyên bạn mua mức giá thế,5,16/07/2019,Positive,2,1,1
galaxy anumber mình mới mua number ngày sài pin tuột nhanh quá pin ko cầm đươpc lâu,1,10/1/2020,Negative,0,0,1
thiết_kế number quá đẹp nốt_ruồi quá chất pin trâu thời_gian dài biết sao,5,16/01/2020,Positive,2,0,0
sản_phẩm quá tốt trong mức giá camera numbermp chụp nét đẹp chip khỏe màn_hình đẹp mình người thích dùng máy trần cảm_nhận vuốt màn_hình nó xước thời_gian sử_dụng một điểm trừ về mặt lưng máy nhựa giả kính dễ xước number tháng vỏ máy xước phần camera xước nhẹ vài chỗ quanh rìa camera phần kính camera máy hình trống xước dc mọi người đeo ốp nhìn xước lộn_ruột lắm,5,29/03/2020,Positive,4,1,1
máy chán lắm ai xài hàng cùi bắp đi thấy oke còn ai xài hàng tương_đương hoặc ngon hơn quay dùng con chịu nổi nói_chung giá number numbertr đc,3,15/02/2020,Negative,0,1,1
máy ok hình_dáng đẹp nhìn ưng bung lắm hơi thất_vọng về loa nv tư_vấn nhiệt_tình tgđ vũng_tàu,3,28/12/2019,Positive,3,0,1
mọi thứ ổn_định trong tầm giá mong vá lỗi tự_nhiên mất numberg khởi_động máy hoặc tắt sim mới ok,4,16/07/2020,Negative,1,1,1
máy dùng quá ngon mạng ổn_định pin cực trâu cs game khỏi chê max mượt luôn ae mua,5,18/01/2020,Positive,4,0,0
imkhông sạckhông làm zì đi ngủrờ máy nóng nhu sắp nổxài điện_thoại hơn number nămchưa thấy máy nào zỏm anumber,1,22/05/2020,Negative,0,0,2
mình hỏi đèn chô gần cam v nó nhấp nháycòn mọi thứ khá ổn number ngày dùng,5,14/02/2020,Positive,1,0,0
sài đc lướt face hoặc youtubi nó tự chăm video mình lướt bực_mình lắm,3,11/10/2019,Negative,0,0,1
good máy đẹp thiết_kế đơn_giản xem youtube ok hàng việt nam chất_lượng cao,5,31/12/2019,Positive,4,0,0
sp mượt cầm pin cực_kì sài lâu nóng máy chụp hình cực đẹp sạc siêu nhanh nói_chung quá hài_lòng về oppo reno number lần,5,10/8/2020,Positive,4,0,0
máy thiết_kế đẹp màn_hình đẹp chụp hình đẹp coi flim siêu pin numberk yếu cònn về nhân_viên tgdđ phục_vụ nhiệt_tình k chê,5,30/11/2019,Positive,4,0,1
cập_nhật phần_mềm lỗi bluetooth xảy hiện_tượng khựng giật gián_đoạn phát bluetooth thiết nhận máy mới bạn mới mua đừng cập_nhật vội,3,14/01/2020,Negative,0,0,2
điên thoại dùng tốt đa đung đan quyết đinh mua ip number thiết_kế đẹp pin cực trâu hiệu_năng muot ma đặc_biệt vó màu xanh ngọc đẹp,5,15/03/2020,Positive,4,0,0
sản phẳm lỗi bluetoot hát dực mắt cục,3,29/01/2020,Negative,0,0,1
máy ngon sài chơi lq hay pubg quá ok luôn giá mua con bao_giờ tiếc,5,26/11/2019,Positive,2,1,0
sản_phẩm dùng tốt lao to màn_hình hiện thị sắc nét nhỏ gọn samsung đúng hãng đi đầu về thiết_kế bộ_nhớ hơi ít mình mua thẻ_nhớ dùng ok lắm nha cảm_ơn tgdd cảm_ơn nv phục_vụ tốt đặc_biệt bạn bán hàng samsung nhiệt_tình mình,5,25/02/2020,Positive,5,0,1
numberg vs numberg còn nào chơi game freefrie tốt nhất adgiua con numberg vs vsmart joynumber còn nào chơi game ok hơn,4,8/6/2020,Negative,0,0,0
mới mua ngày hôm tuy mới sử_dụng pin tụt nhanh number cách khó hiểu,1,12/5/2020,Negative,0,0,1
xài khoảng number tháng cảm_nhận mình pin trâuđáp ứng đủ nhu_cầu chụp hình chiến gamerất đáng tiền,5,21/02/2020,Positive,2,2,0
mua dc gần number thángthấy tệpin tụt nhanhcamera thiếu sáng mờmáy cực_kì nhanh nóngthấy hối_hận bỏ numbertr mua,1,15/11/2019,Negative,0,0,5
sản_phẩm tốt trừ camera lồi mua number ốp k camera lồi k biết ốp bên tgdd lồi camera k,4,4/7/2020,Neutral,1,0,1
mới mua hơn tuần thất_vọng thật đag xài tự_nhiên lơ_lửng trở_ko tác_dụng,1,16/08/2020,Negative,0,0,2
mình thấy mấy bạn nói pin tuột nhanh mình thấy ổn sạc nhanh camera chụp thiếu sáng hơi nhiễu hạt sạc nhanh cấu_hình ổn ok nv nhiệt_tình nv tgdd khỏi pải nói okok,5,16/12/2019,Positive,4,0,1
cấu_hình mạnh pin khỏe chơi game nóng máy camera đẹp nói_chung đáng mua,5,8/8/2020,Positive,4,0,0
mua tầm sao ko mua con galaxy snumber hay snumber nó khỏe snumber pin numbermah dùng wá ngon,3,10/5/2019,Negative,0,0,0
máy đẹp cấu_hình quá kém mạng đơ dựt lắc tóm máy thu_hồi kiểm_tra,1,15/12/2019,Negative,1,0,2
đầu thi ok ạ tất_cả mọi thứ ok mặc_dù dùng ốp xước mặt cập_nhật cảm_thấy máy hơi lag bắt_đầu cảm_thấy chán mặc_dù còn hết trả_góp máy rẻ ạ,3,1/5/2020,Negative,1,0,3
nói samsung galaxy a numbers dòng điện_thoại tầm trung nó thua_kém về cấu_hình máy dòng cao hơn đặc_biệt cảm_biến vân tay mượt nhanh,5,15/12/2019,Positive,2,0,0
ừmnói chung xài tốt chơi game chụp ảnh tội lướt tik tok number tự out còn,4,19/07/2020,Positive,2,0,1
tính mai mua con ssnumber ultra thấy mn phản_ánh về pin và máy nóng chắc lại đổi ý oppo renonumber pro hoặc huawei pnumber pro quábuồn vs thất_vọng quá,1,6/8/2020,Negative,0,0,0
pin ổn máy k mượt thao_tác vuốt k nhạy lắm đa_nhiệm load đầu camera tệ hình_ảnh nhạt nhòa đặc_biệt camera trc,2,4/6/2020,Negative,1,0,2
mong khắc_phục máy hay đơ nhảy tùm_lum,1,6/11/2019,Negative,0,0,2
ram numberg mìh đag chơi liên_quân nge nhạc chat zalo máy giật chậm bấm sai lỗi chíh tả tùm_lum,2,9/1/2020,Negative,0,0,2
máy đẹpthích màn_hình full viewvới camera pop upmặt lưng nói xuất sắcnhạc vòm ấm taivãi ốp lưng tặng kèm xe_tăng cán chắc đứt xích gắn zô tội dt lun,4,14/06/2020,Positive,4,0,0
thấy pin dùng lâu sạt nhanh hời ơi mua online bữa giảm_giá hôm giá củ hên ghêmình thấy dùng ok lắm mượt máy pin trâu okokok chơi game thỏa_thích luôn ạ,5,23/04/2020,Positive,3,0,0
điện_thoại mẫu_mã thiết_kế đẹpchụp hình rõ nét pin sử_dụng okchính sách bảo_hành tốt,5,11/9/2018,Positive,4,0,0
máy pin trâu máy sử_dụng cực_kì lag dù mình hề chơi game lướt fb đọc mes thôi đơ máy liên_tục lâu_lâu mới đổi máy một lần máy kia lỗi loa vài ngày sử_dụng hối_hận trả máy cửa_hàng luôn,1,1/6/2020,Negative,1,0,3
máy dùng đc tháng thấy máy dùng mượt giật cả thích ở máy thể khiển tivi hoà quạt điểm yếu máy nóng khó_chịu lắm,3,1/7/2019,Negative,1,1,1
mình mua trong tết sài hơn hai tháng dạo gần mình ý xem lâu nhắn_tin máy hơi chậm tí mình ko chơi game còn mình thấy mấy máy mượt cam đẹp ứng_dụng dễ sài thao_tác nhanh cảm_biến vân tay ko nhạy lắm mình tâm lắm quan_trọng cam ổn mấy tiện_dụng dễ sài,5,17/04/2020,Neutral,2,0,2
mình mua máy number ngày nói_chung ok giá anh_em mua về dùng nhé mình mua sinh_nhật number tgdd giảm còn numberk,5,16/07/2020,Positive,3,0,0
ko che điểm gì chi phần camera bật flash chụp hình xấu qamong nha sx sửa lỗi nàypin thi tạm được giagiá cả tụt hoi nhanh,4,1/7/2020,Negative,1,1,2
cấu_hình yếuđược chụp hìnhmọi người cân_nhắc muariêng mình chờ nova number,1,9/4/2019,Negative,1,1,1
chán pin hơi yếu đập_hộp máy còn number minh sài zalo facebook youtubi đến pin yếu mình sạc number tiếng pin đầy thử treo chuông tắt mạng internet đi numberh tụt còn number pin mình thấy hơi hụt_hẫng,4,9/4/2018,Negative,0,0,1
máy hay treo fb văng mình chơi game ko biết thế_nào cảm_ứng ko nhạy chụp ảnh đầu còn đỡ giờ nhoè tệ,2,17/01/2020,Negative,0,0,3
pin yếu bạn nói đâu nhỉ tui on screen number tiếng còn number thấy đc,5,17/02/2020,Positive,1,0,0
pin trâu chơi game mượt camera chụp đẹp nhân_viên tư_vấn nhiệt_tình number sao luôn,5,3/8/2019,Positive,4,0,0
điện mua về nguyên hộp mở bỏ sim nhận mang giống kích hoạtlên tra cách kich hoat hướng_dẫn lung ta lung tungbỏ numberk mua cục tứcvsmart tệ trong khoảng chăm_sóc khách hàngcho tiền k dính đồ vin,1,5/5/2020,Negative,0,0,3
mới mua về chơi game mượt number ngày chơi liên_quân ở đồ_họa thấp cực_kì lag đâu nghĩ wifi chuyển sang numberg ko khá đc,4,7/11/2019,Negative,0,0,1
sản_phẩm rất tốt để chơi game pin cực trâu chơi gâǹ number tiếng mới hêt ́ pin màn_hình to sạc rất nhanh ủng_hộ năm sao luôn,5,20/04/2020,Positive,3,0,0
đẹp pin trâu chơi game mượt quá nóng chụp ảnh đẹp khỏi chê luôn xài mấy tuần quá hài_lòng,5,21/04/2020,Positive,5,0,0
camera chụp ảnh đẹp mờ quá máy chơi game tốt pin a numbers thi ok,4,20/11/2019,Positive,2,1,0
máy mượt lướt web chơi game ok màn_hình lớn thoải_mái xem phim apple thương_hiệu tốt nhất,5,11/8/2018,Positive,3,0,0
quá ổn con chip number ko ji chê cả máy mượt nhanh¹number,5,23/07/2020,Positive,2,0,0
dòng vivo khá bền tôi thích dòng về độ bền vivo vnumbers tôi sài hơn number năm ok dòng mua sáng thấy khá tốt,5,19/05/2020,Positive,2,0,0
lag khỏi bàn mình mua đc number tháng cập_nhật xong phát_sinh lỗi cảm_thấy chán,1,8/8/2020,Negative,0,0,2
máy dùng ổn_áp trừ pin quá kém đáng ghi dung_lượng pin number mah ok,2,18/04/2019,Neutral,1,0,1
mới mua máy tối_ngày number tgdd số number đường đà_nẵng tp hải phòng máy thiết_kế đẹp thao_tác cảm_ứng mượt chụp ảnh selfie rõ nét nghe nhạc loa to ok duy thời_lượng pin hiện dùng đánh_giá đc sao hiện đc cục sạc dự_phòng number mah yên_tâm lo hết pin trong dùng nhân_viên hỗ_trợ nhiệt_tình vui_vẻ ủng_hộ tgdd về lâu về dài,5,14/01/2020,Positive,5,1,0
anumber dùng chả mượt tí nào chán lắm mua ss hoặc xiaomi ngon hơn dùng chán hơn cả jnumber pro ss,1,12/2/2020,Negative,0,0,2
call video màn_hình nháy_nháy nhìn chán thực game thứ khá ổn camera đẹp lắm ổn tầm giá,3,8/3/2020,Neutral,2,1,2
mới mua gần number tuần pin đủ dùng number ngày cảm_biến tự_động xoay màn_hình đôi đơ xoay camera numbermegapixel thua con sony z numbermegapixel ảnh chụp zoom mờ cảm_biến vân tay tất tệthử numberlần mới mở cài number vân tay_đôi vui nó mở buồn,3,19/11/2019,Negative,0,1,3
mới mua dc number ngày pin tụt nhanh mặc_dù dùng đến chơi number nóng cả máy pin number tụt nhanh lắm,1,30/05/2020,Negative,0,0,2
sống ảo ok ram cao lag livetream cảm_biến ít nhạy nói_chung ko dc quản_cáo,2,18/03/2020,Negative,1,0,3
máy dùng tốt cực thích màn_hình cong miếng dán màn_hình pin game dùng numberhnumber đến numberh còn number màn_hình máy xem video khá mờ mình hiểu sao,5,14/06/2020,Neutral,1,2,1
sử_dụng giải_trí đơn_giản oke bắt wifi kém nhân_viên nhiệt_tình,3,25/07/2020,Positive,2,0,1
mình hỏi sao sản_phẩm cuộc_gọi trong messenger đổ chuông mặc_dù cài_đặt chuông âm_lượng cuộc_gọi đa_phương_tiện mở mức cao nhất mới mua dc mấy ngày hm nay xài thử thấy tư_vấn,3,14/08/2020,Negative,0,0,1
đầu thấy mọi người nói pin tuột hơi nhanh mik ko tin lắm ko sử_dụng máy còn tuột nhanh hơn sử_dụng mọi thứ khác ổn,3,21/05/2019,Neutral,1,0,1
mình mới mua máy hôm ngày number máy hay đơ màn_hình cảm_ứng lắm nhất pé con chơi game xíu màn_hình ko cảm_ứng out tắt mới trò_chơi bông hoa con_nít thôi ko cài game nặng nói_chung cảm_ứng ko mượt nhận_diện khuôn_mặt ko tốt,3,6/1/2020,Negative,0,0,1
mọi thứ ổn ngoại_trừ cảm_biến hôm_nay gần number tuần sử_dụng tự_nhiên thấy cảm_biến mở sáng màn_hình xem giờ cảm_biến chớp sáng sao,4,20/02/2020,Neutral,1,0,1
quá tuyệt vờichiến game mượtpin xài lâuthoải mái dùng number ngàyai nhu_cầu chơi game máy nào trong tầm giá hơn máy,5,22/03/2020,Positive,3,1,0
sp mới xài đc number tháng tình_trạng lag giật chơi pubg mặc_dù setting thấp nhất,3,13/10/2019,Negative,0,0,1
lướt màn_hình giật lagchả làm pin tụt nhanhxem video numberp max numberchơi game bình_thường giật tung đítđiện thoại mới mua number ngày thế đấy,1,21/03/2020,Negative,0,0,3
máy chơi hơi nóng pjn đồ ổn thấy j thất_thường đc gần number tuần,1,29/11/2019,Neutral,1,0,1
chơi gane k tuột fps liên_quân fps luôn_luôn numberfps đôi xuống numberfps pupg bật đc hdr siêu mượt loa siêu rõ to tuyệt_vời,5,1/9/2019,Positive,3,0,0
mới mua luôn màu đt bao đẹp giao_diện ok giá tầm trung nv tuyệt r còn sài lâu ko biết hay dựt ko,5,6/1/2020,Positive,3,0,0
mới mua dc vài hôm củng thể nói number nhiệt_tình tgdd,5,8/3/2020,Positive,1,0,0
mình dùng phiên_bản number mình nghĩ dòng joy cả máy mình gặp tình_trạng cập_nhật máy sạc bình_thường mình nghĩ bản cập_nhật mong bên vsmart sớm bản cập_nhật fix lỗi,4,12/5/2020,Negative,0,0,1
điện_thoại quá ngon mọi nhẹ_nhàng mở khoá bằng khuân mặt quá nhạy hơi tiếc mua number ngày giá giảm numbertrnumber,5,25/07/2020,Positive,2,0,1
máy tạm ôn mình mới mua hôm pin trâu loa hoi nhỏ chúc mình giá ấy đc tiền nào,4,16/07/2020,Neutral,1,2,1
máy ok ko giống mn đánh_giá pin trâu chơi game mượt camera ổn giá phù_hợp mới mua number ngày tất_cả ổnnumber sao nhiệt_tình nv tgdd,5,17/03/2020,Positive,5,1,0
mình mới mua hôm xài mượt lướt fb chụp hình numberp máy nóng quáchưa chơi gem sao k shop bắt cặp nhật phiên_bản umi number mình cập_nhật,4,15/03/2020,Neutral,0,1,0
mình mua number tháng nói_chung ổn pin trâu ảnh mịn giá hợp_lý dùng ip suốt ngày lo sạc pin,5,11/3/2020,Positive,4,1,0
máy đẹp màn lớn sắc nét cam đẹp loa ngon pin khỏe_cấu_hình mạnh tính_năng nổi_bật tiếc máy thấy hỗ_trợ samsung pay kết_nối nfc,5,29/04/2019,Positive,5,1,0
lần đầu sd thấy mọi thứ ok tiếc numberchỗ lâu_lâu bấm k ăn_ở nút gửi cuối màn_hình k tai_nghe k miếng dán full màn_hình sd lo muốn xỉu,4,11/6/2020,Negative,1,0,2
mình mua máy đc numberngày cảm_thấy giá hơn numbertrnumber cấu_hình quá tốt vs con chip gnumbert pin trâu_bò sạc nhanh chơi liên_quân vs pubg liên_tục number đến numberh mới sạc máy k nóng lời đồn sạc chơi camera h xiaomi thật k quá trội nói thật hơi tệ thua cả ipnumber plus,4,24/02/2020,Positive,2,1,1
mới nhận sáng sạc_vẻ lâu hơn vs oppo fnumberpro sạc lượng pinnhưng oppo fnumber đc number đt mik mới đc number thôi,4,13/09/2019,Negative,0,0,1
máy hay nóng bất_thường dù mạng hay gọi điện thích tính_năng chặn dc cuộc_gọi lạ,2,3/8/2020,Neutral,1,0,1
ngỡ điện_thoại samsung bán việt nam hàng made in vietnam mua xem kỹ về nhà phát_hiện hàng made in china mặc_dù chất_lượng samsung dù sản_xuất ở đâu nhau mua hàng made in china hơi thất_vọng mong thế giơi di_động hay xuất sứ mục cấu_hình sản_phẩm người mua lầm cám_ơn,2,2/8/2020,Negative,0,0,1
mượt ngon đẹp tội trả_góp trả khuyến_mại apple bớt ki_bo đi nhé heyy,5,8/11/2019,Positive,3,0,1
cảm_ứng hoi kém chút giá hơn ba tr chấp_nhận kmera nét mạng ok,4,21/03/2020,Positive,1,1,0
loa ngoài bé quá ạmở hết cỡ thấy bé ạko biết máy hay lỗi ạcòn nhân_viên ở phục_vụ nhiệt_tình,5,14/08/2020,Neutral,1,0,1
mọi thứ ok tội sạc máy nóng k hiểu máy mình lỗi hay dòng nó thế,4,14/01/2020,Neutral,1,0,1
con mua về làm máy phụ tác vụ ok ram numberg ko thích_hợp chơi game mắc công phát bực,5,12/8/2020,Neutral,0,1,0
mình anh_trai tặng con màu hồng đẹp mê_ly bạn ạ camera ss khỏi nói chế_độ cận_cảnh mới chụp hình trất màn_hình to pin dùng tầm ngày rưỡi mới sạc number sao nhé bạn,5,20/04/2020,Positive,4,0,0
note number bộ camera chụp ảnh chất_lượng tốt hơn anumbers anumber k ad mình thấy số camera mp bộ đôi mình nói lớn hơn,5,30/12/2019,Positive,1,0,0
mới mua về xài number hôm đơ màng hình chỉnh tên thư mụctuần đơ youtube t còn ko biết vấn_đề bình_thường hay kobh ngon nhoài gặp đơ máy khởi_động,5,2/5/2019,Negative,0,0,1
máy xài ngon chê đâu giá rẻ chất_lượng tồi chút nào thể nói gần ngang_hàng con máy tầm trung giá trong khoảng number triệu giá rẻ mua về ốp lưng hết luôn xài đúng sướng hư vứt suy_nghĩ,5,5/8/2020,Positive,2,0,0
máy thiết_kế đẹp dễ cầm nắm loa nghe ấmchơi game k nóng pin xài trung_bình cộngmáy mượt đáng mua nv nhiệt_tình chu đáochính sách bh tốt,5,31/10/2018,Positive,5,1,0
sp thiết_kế nhỏ gọn mỏng đẹp màu đen nhám sang_trọng chay tạm numberg dùng tới nay còn trống dù chụp hình_nhân_viên phục_vụ tốt xài kỹ thôi tróc sơn,2,11/9/2018,Positive,2,2,0
mình mua number tuần mọi thứ tốt âm_thanh rõ dàng hình_ảnh nét nói_chung giá tiền ấy hợp_lý,5,17/02/2020,Positive,3,1,0
máy dùng hay out màn_hình chính một_số ứng_dụng khởi_động thoát màn_hình chính đến numbers trong máy ram tới numbergb yêu vầu nhà phát_triển thêm chức_năng cuộc_gọi nền người dùng một trải nhiệm tốt hơn,1,31/05/2020,Negative,0,0,2
máy xài quá chụp hình siêu đẹp coi youtube numberhnumberp xuống number pin sạc nhanh khỏi bàn luôn máy mượtnhẹ sang quá_chừng xuất_sắc luôn loa tặng nghe êm lắm,5,10/8/2020,Positive,6,0,0
máy mới mua hơn number tháng đơ máylúc chạm màn_hình máy dùng number cảm_giác nóng rân tay truyền_nhiệt,1,19/10/2019,Negative,0,0,1
nhân_viên online tư_vấn nhiệt_tình mình mua online giao tận uy_tín máy sử_dụng tốt snumber untra đúng ấn_tượng pin ổn mấy má bật full màn_hình full tốt độ number la hao pin vãi thật màn_hình xuất_sắc hì hơi bực củ sạc numberw ko numberw nhu vay ok cảm_ơn ad,5,10/8/2020,Positive,3,1,0
mới mua number ngàyổnnhưng tôi ghét nhất phần loa nghelúc nghe ko cóphải loa ngoài mới đượckhá tệngười khác nói nghe mình nói họ ko ngheloa nghe tiếng quá nhỏ dù bật max âm_thanh,1,21/05/2020,Neutral,1,0,1
numberngay sử dụngtôi thấy mới thứ ok k vấn_đề gìrất ngon trong tầm giácó numbervan tôi k biết bổ súng khôngkhông ghi_âm cuộchy vọng,4,7/5/2020,Negative,1,1,1
pin tụt nhanh hơn dụng luọng numbermah đt dễ bám vân tay hơi thô tùy sở_thích người mua hay k,3,15/10/2019,Negative,0,1,2
mua máy oktùy người thấy carema đẹp xấu khác nhau còn mình camera thế đẹp chơi game bao mượt pin trâu thấy tình_trạng nóng máy chơi game quá lâu liên_quân free fire sản_phẩm thấy tay chủ_yếu hơi nặng cầm lâu tý thấy hơi mỏi tay giá tầm trung mua con thấy hối_hận,5,6/4/2020,Positive,4,2,0
