comment,n_star,date_time,label
chơi game moba con_quay chuột thi_thoảng mất kiểm_soát bang bang pubg mobile pin cực trâu 50 độ sáng vân tay nhạy ghê ấy đọc toàn lỗi sóng_sánh thật noai kiện hết tốc_độ cao 4g con j3pro 2016 chip 410 nó load fb mượt kinh con a70 load toàn trắng màn_hình một mới wifi bắt yếu hơn mấy con china thật còn tuyệt_vời,3,15/07/2019,Neutral
sử_dụng cảm_thấy tuột pin nhanh 2h sử_dụng tuột gần 30 pin còn thấy ok,2,22/03/2020,Neutral
điện_thoại mình mua khoảng hai tháng đầu loạn cảm_ứng đơ 2 bản cập_nhật điện_thoại êm hoàn_toàn luon pin xài lâu,4,22/11/2019,Positive
sản_phẩm quá ngon giá chơi pubg lak pin trâu đẹp mới mua ở bmt,5,11/8/2020,Positive
máy thiết_kế đẹp cầm êm hơn con y9 prim ban_đầu phân_vân giữa con y9 prim 2019 thấy con đẹp quyết_định mua p30 lite màu trắng quá đẹp sạc pin nhanh giá hợp_lý giảm 15 còn thêm 240k khách_hàng thân_thiết còn 5447,5,22/07/2019,Positive
máy vô ưng ýngon mượtko chplay gg xài tốt đầy_đủ ứng dụnggood,5,14/07/2020,Positive
chán thật biết máy mình lỗi hay dòng máy lỗi xem phim xem video bật chất_lượng cao nhất thấy ghẻ ghẻ thâmh chí bằng chất_lượng máy cũ mình nokia 61 2018,1,9/5/2020,Negative
mua hơn 3 tháng hôm đi mưa rè loa gần camera selfie chống nước sấy địên thoại thường cảm_thấy thất_vọng quá,2,28/05/2017,Negative
thiết_kế đẹp màn_hình liền mạch cam đẹp chất ảnh trong hơn oppo hiệu_năng nhanh mượt ở tác vụ cơ_bản face zalo you tube màn hiển_thị rực_rỡ,5,3/1/2020,Positive
máy tệ mẹ mình mua về đổi mình đọc mới biết con chip cùi s450 chụp hình xấu đui giá 3900k giảm còn 3100k biết tiền ít máy cùi mình dùng con oppo cùi a1k còn ngon hơn chụp ảnh đẹp hơn dùng 6 tháng đt đêm tụt 5 còn con a11 mới xài 2 ngày_đêm tụt 15 d dùng 3 ngày chịu lỗ 620k mua con khác máy quá tệ trong tầm giá mua oppo redmi còn ngon hơn,1,23/07/2020,Negative
chơi game loadn siu tốc nha ae đập dt sài rùi múc con về nhé,5,8/2/2020,Positive
máy sài khá tốt tôi hài_lòng pin tốt máy lướt mượt sài dòng máy hãng cũng rất lâu,4,18/12/2019,Positive
thiết_kế sang chảnh đẳng_cấp chuẩn_mực cấu_hình mạnh_mẽ trang chống nước chống bụi tuyệt_đối chuẩn ip67 dùng ổn_định chơi game cực phê tiền nào,5,1/7/2018,Positive
sài 3 tháng máy hiện chậm lag chơi bupg pin tạm ổn cam tạm wifi hơi chậm hơn mới mua lần cuối mình sài chip meditek,4,1/4/2020,Negative
tất_cả mọi thứ ổn trừ màn_hình ước màn ngon hơn 1 chút sản_phẩm tuyệt_vời nhất,4,28/11/2019,Neutral
máy e tình_trạng viền đen xung_quanh màn_hình s ạ sản_phẩm quá tệ pin trâu xuống cực nhanh gọi còn tối đen mấy phút xg mới dc,5,12/5/2020,Negative
tất_cả tốt ngoại_trừ pin sạc quá lâu 4 tiếng đầy khá quảng_cáo,1,27/05/2020,Negative
máy hình tới 1gb tải vài ứng_dụng cơ_bản thôi máy lag 2 điểm cảm_ứng máy facebook lướt một_vài phút out game khỏi nói chả nào chiến android 81 vui tải game hay ứng_dụng về chưng thôi dùng nổi thề thà 1tr mua tay cũ xíu ngon hơn máy mua 1 tuần thay liền ấm_ức chịu nổi,1,15/10/2019,Negative
điện_thoại xài bền chơi game ổn camera tuyệt chip mượt pin trâu còn sạc nhanh,5,11/3/2020,Positive
mới đổi thứ nhất chuẩn đổi thứ hai thứ nhất lỗi khuôn_mặt thứ hai lòi came còn ji ok,4,23/11/2019,Negative
tốt nhân_viên nhiệt_tình sp k hiện biểu_tượng cắm tai_nghe stt ngon trong tầm giá,5,7/1/2020,Positive
tôi mua đc hơn 4tháng mọi thứ sử_dụng okchỉ mở khóa vân tay nhạy lắmđã cập_nhật phiên bảnmáy ko chơi game mạng chạy nhanh sin béchid hí,5,16/12/2019,Positive
ngon trong tầm giá tuy vuốt ko thoải tìm ứg dụg lắm nhưg giá 3 triệu mjh thấy ok rôi nhưg về lâu_dài ko bjet ntnrất mog nó bền ít_nhất 1năm,5,4/1/2020,Negative
điện_thoại tưởng ngon ai_ngờ ngon tưởng pin tạm ổn phím bấm nảy cao ok nhạc to êm rè nhìn chắc_chắn máy nhạy bấm im thao_tác nhanh nhân_viên nhiệt_tình 5sao,5,6/12/2019,Positive
quá tốt trong tầm giá anh_chị nhân_viên vui_vẻ nhiệt_tình_cảm_ơn tgdd,5,9/4/2020,Positive
máy đẹp mình mua màu xanh mặt lưng nhìn đẹp màn_hình to đẹp mình lướt fb xem youtube mượt mua trả_góp 0 nữarất phù_hợp sinh_viên nha bạn,5,17/04/2020,Positive
kiểu_dáng đẹp pin sạc nhanh đầy nhanh hết pin mở máy bằng vân tay chán hết chỗ nói ấn 10 lần 1 nói_chung bình_thường giá tiền,3,2/3/2020,Positive
máy xài ổn trong tầm giá mặc_dù hơi lag tí giá ok một máy tầm trung,4,22/09/2019,Positive
chơi game hay đứng k tự đc bấm về giao_diện chính pin xuống nhanh bù sạc ok,1,20/04/2020,Negative
xài đc 6 tháng đánh liên_quân ok giờ pin tụt nhanh quá à tìm ốp lưng đẹp máy,5,2/10/2019,Neutral
toàn bọn dùng cục gạch dùng cảm_ứng bao_giờ đéo biết xài đổi lọ nói nhăng xằng,5,15/03/2020,Negative
hài_lòng xứng_đáng mua ở tầm giá pin trâu cam chụp đẹp chơi game ngon vân tay nhạy,5,17/05/2020,Positive
mới lấy máy trưa cảm_thấy máy mượt pin thấy ổn mình thích cách phục_vụ đmx 5 sao,5,29/09/2019,Positive
màn_hình hơi ám vàng nhẹ loa âm_âm_thanh lớn giá quá rẻ đòi_hỏi,5,12/3/2020,Negative
xài ngon bền video full hd kết_nối tivi chuẩn chiếu ứng_dụng fb zl game tất_cả tivi sáng,5,17/08/2020,Positive
máy sài ngon mượt giá còn mềm thiết_kế đẹp máy cầm nhẹ_nhàng tay pin trâu công_nghệ sạc nhanh,5,15/03/2020,Positive
nhân_viên tận tìnhnhiệt tình tư_vấn hỗ trợsản phẩm mượtvừa mua nãynhưng tiếc chạm 2 điểm màn hìnhcòn ok hết,4,19/01/2020,Positive
máy tôi mới mua về mới ngày tự rớt cuộc_gọi khắc_phục mới lần ko,1,6/6/2020,Negative
dùng 5 tháng thấy ổn dùng mượt chơi game ngon antutu 170k khủng camera đẹp chấp_nhận màn_hình lâu_lâu hiện_tượng bóng mờ burnin,5,25/02/2020,Positive
nói_chung thời_gian tôi xài máy tốt manh mẻ chơi mượt pin trâu ko j chê khung viền máy dễ trầy_xước quá thôi con_thứ ok,5,21/06/2020,Positive
sản_phẩm xài mượt chơi game hơi ấm ấm pin trâu sạc pin nhanh nói_chung ngon nhân_viên tư_vấn điện_thoại ở đường 1036 tân kì tân quý nhiệt_tình_cảm_thấy hài_lòng,4,27/06/2020,Positive
mọi người ko biết cách dùng hay ấy đặc_biệt đón chíp helio g90t chạy game liên_quân gần bằng iphone 8lướt webyoutube messenger ko tính chơi game pin 10 hơn 1 tiếng trong tầm 6 triệu quá hời dòng xiaomi con mình mua tgdd đấy nhé dùng dòng điện_thoại chê em đc tóm cá_nhân mình nhận_xét xiaomi notes 8 pro iphone đệ nhị,5,27/05/2020,Positive
mới mua về 1 vài lỗi lặt_vặt mình xài con oppo f7 pin con mình ko thấy trâu hơn oppo f7 j mấy còn chơi game ok,4,21/07/2020,Negative
ở tầm giá chắc ko ai nổi vsmart bây_giờ giá rẻ chíp ngon vs còn xiaomi bắt trend giá mây_xanh,5,20/02/2020,Positive
tắt chế_độ hẹn giờ bậttắt máy đi đọc cmt mắc cười sụp nguồn đồ,5,14/04/2020,Negative
sạc nóng 70 wifi bắt kém thường_xuyên ngắt ko rõ lý trải nghiệm tệ,3,20/05/2020,Negative
mua máy ngày 5 đến 14 đổi 2 máy mata wiffi tự_động trong đánh game liên_quân gọi messages camera tối hùthấy hàm_răng ko ko bên hãng chơi cách khác phục nào đc về wiffi k ạchán quá ạđổi máy thứ 2 đấy,4,14/05/2019,Negative
máy xài cực_kì mượt sạc pin nhanh chơi game khỏi bàn camera cưc kì nét video chống rung quá tốt kèm màn 2k vs 120hz khỏi bàn khuyên mn mua về xài mới bít đc mượt cở nào,5,2/7/2020,Positive
sd gần tháng cảm_thấy hài_lòng về em camera khá ổn chị tiếc khác loa ko dc tớ lắm nói_chung ok nvtgdd tư_vấn nhiệt_tình đáo vui_vẻ,5,27/04/2019,Positive
sài samsung c9pro nghe dt mới chay đổi ai_ngờ quá thất_vọng luôn sài dòng samsung nghe nhân_viên quảng_cáo ngon mua 2 1 luôn lẻ bỏ luôn,1,27/05/2020,Negative
dùng 1thời gian camera đèn led lỗi dùng đượcchơi game tạm hay mất thông_tin,2,31/03/2020,Negative
mua dt redmi note7 sử_dụng dc 1 tháng nói_chung ko phàn_nàn mua mua redmi note7,5,7/7/2019,Positive
sản_phẩm quá tuyệt_vời pin trâu cấu_hình mạnh sản_phẩm đẹp khoong chê trong tầm giá,5,20/02/2020,Positive
mình mua được tháng rồi máy nói_chung được chơi game thì đứng liên_tục rất là chán,3,17/07/2019,Neutral
sản_phẩm dùng tốt pin khoảng 5h dùng liên_tục dùng 1 tháng thấy lỗi ios 120,3,8/1/2019,Neutral
máy ok cục sạc sạc lâu 2 tiếng 26mình lấy cục sac huawei sac nhanh monh tgdd khắc_phục về cục sạc nha,3,2/10/2019,Neutral
máy dùng tốt pin ổn chơi game nóng máy hiện_tượng giật lag mặt lưng sao giống bằng nhựa quá,4,24/07/2019,Neutral
1 tuần sử_dụng thấy thất_vọng về quả pin 5000 ko hao pin nhanh chơi game hơi giật nói_chung sai_lầm lựa_chọn a9 huawei đùng còn thích hơn,2,9/10/2019,Negative
điện_thoại đơ hết khả_năng luôn mức giá kém hơn oppo a3s thất_vọng ghê_gớm về samsung,1,25/09/2019,Negative
cảm_biến vân tay quá kém mọi chức_năng khác ok mình mua giá km 11900k giờ 13900 k ai dự_định mua đắn_đo chút,4,15/04/2020,Negative
máy ok chơi game mượt ko lag nt gọi điện ok ko nói giá_cả phù_hợp sinh_viên mọi người lmj chê ghê thế tui thấy ok,5,11/8/2020,Positive
trải nghiệm sản_phẩm vượt mong_đợi dùng hôm_nay dùng thêm 1 dt samsung quảng_cáo quá khách_hàng người đánh_giá chính_xác nhất,5,7/7/2020,Positive
k chê luôn chụp hình đẹpsạc nhanhpin trâu nữamình chơi liên_quân thấy ngon k tưởng,5,9/3/2020,Positive
thiết_kế đẹp cấu_hình tốt màn_hình đẹp chụp hình ko tệ giá pin trâu sạc nhanh quá đỉnh dùng đc 1 tháng ko chê mua mấy con cấu_hình mắc hơn hãng khác mới chuyển samsung sang oppo bây_giờ fan vivo,5,7/1/2020,Positive
sản_phẩm quá tệ dùng 2 tuần cảm_thấy ức_chế muốn đập a 51 thua cả con j7 2016 củ,1,27/05/2020,Negative
mới mua được 4 ngày máy chạy ứng_dụng rất nóng pin nhanh hết để cũng tụt phần_trăm pin còn lại đều ổn,3,1/6/2019,Negative
tuyệt_vời cấu_hình ổn pin trâu màng đẹp camera ok trong tầm giá ko j chê cả anh_em nào chơi pupg ko mua nha đt cày liên_quân đc thôi,5,10/1/2020,Positive
sản_phẩm thích đúng nhu_cầu sử_dụng hiện mình cấu_hình mạnh chụp hình đẹp pin sử_dụng lâu nhân_viên nhiệt_tình,5,28/07/2018,Positive
tốt nhất ko mua hãy sập nguồn tôi đổi máy mới mất 10 phần_trăm tiền máy đổi xong mấy mới nạn realme 6i,1,31/05/2020,Negative
đổi con máy thứ 2 con đầu đơ camera k chụp hình d còn con_thứ 2 bật wifi ok đến tắt màn_hình wifi tắt luôn mặc_dù k tắt_wifi,3,9/5/2020,Negative
máy tuột pin nhanhnóng khủng khiếpmở nhạc thì rung cả màng hình hic,1,6/12/2019,Negative
máy hay dơ loạn cảm_ứng nửa mọi người cân_nhắc_kỷ mua em nónếu mang bệnh_tức,1,6/11/2019,Negative
mình mới mua máy 1 tháng thấy máy bắt wifi 4g kém thỉnh_thoảng khởi_động mới pin nhanh hết thất_vọng mua máy mọi người mua,1,22/07/2020,Negative
máy ngon thật phần_mềm còn hơi lỗi chơi game vs nghe nhạc diều tốt máy còn mượt,5,22/05/2020,Positive
sản_phẩm tuyệt 2 tháng dùng tốt hơn hàng trung_quốc trong tầm giá cgo 5 sao hàng việt_nam,5,23/04/2020,Positive
máy êm mượt chơi game ok chơi liên_quân ổn pin tuột hơi nhanh chút sao,4,18/07/2020,Neutral
máy đẹp chơi pubg mượt lướt hay đơ máy thỉnh_thoảng mình chơi pubg hiện_tượng nhấn nút bắn k nhạy lướt web đọc truyện đơ màn_hình máy nhanh nóng chụp hình dù mình cầm_chắc máy báo làm sắc nét bức ảnh vui_lòng cầm_chắc máy k biết lỗi,4,6/5/2020,Negative
sao 3 ngày trải nghiệm pin trâu sạc 330h mới đầy tôi thấy dt xài hay đứng máy loi,2,29/12/2019,Negative
s11 máy ngon chạy vài năm ưng_ý dòng máy bền_vững,5,28/12/2019,Positive
mới rinh về hôm wa luôn dùng thấy pin nhanh hết cảm_biến vân tay nhạy lắm face quá ok luôn chụp hình ảo dịu vê lờ dành thánh_sống ảo mấy thánh biết chụp nè giá tầm đòi_hỏi xịn xò tự sản_xuất dùng nha mấy thánh,5,28/10/2019,Negative
mình thấy tốt nhỏ gọn ios mượt hài_lòng nhân_viên điện_máy xanh xã mỹ hạnh nam gần phúc an cyty đức hoà long_an,5,27/10/2019,Positive
máy chạy ổn chụp ảnh rõ bình_thường chơi zalo cả fb em chơi game bây_giờ thấy chạy tốt lỗi,5,2/12/2019,Positive
mình mới mua con ngày hôm thử nghe nhạc êm âm_thanh pass nghe ấm mình ở trong hẻm wifi xài 3g gọi message rõ chụp hình đẹp mới trải nghiệm nhiêu ah nhân_viên điện_máy xanh nhiệt_tình chờ lâu chút bé nv xin_lỗi hoài sợ mình chờ_đợi nói_chung mua ở dmx thích nhất,4,23/07/2020,Positive
mới mua đc 1 tháng giảm hơn 5tr hajzzz rớt_giá nhanh quá còn về phần máy xài ok,5,3/7/2020,Neutral
cực_kỳ tốt lun ấy camera selfie hơi thất_vọng tí cam cực_kỳ tốt dùng chụp ảnh phong_cảnh tốt cực_kỳ đấy mấy ông mấy bà,5,10/4/2020,Positive
chơi games lag lướt web giật lag 1 kiện pin trâu màn_hình giọt đẹp thích cấu_hình lắm,5,20/03/2019,Positive
tốt tuy_nhiên mình muốn hỏi máy mua dán chống trầy hay cường_lực ạ,5,21/01/2020,Positive
pin 5000mah k trâuxài tầm 1 ngày hếtmặc dù k chơi game lướt fb xem youtube đóng hết tất_cả ứng_dụng chạy ngầm bật mode tiết_kiệm pin,2,13/07/2020,Negative
thất_vọng camera đúc túi quần xước mạng tốc_độ cao rùa vậywafi bắt ko bằng iphone 3,2,14/06/2019,Negative
máy mới mua 5 ngày nghe nhạc đột_nhiên màn_hình tắt đem máy đối nv đmx bảo gửi thẩm_định bảo máy vô nước đối trả tiền 21 triệu thất vong vô,1,19/02/2020,Negative
máy bố_mẹ tặng mình xài mới 1 tháng máy lag cực_kì mới mua xài oke 2 tuần ko hiểu sao máy lag cực_kì còn vân tay ko nhạy ko nói hung về độ nhạy ko bằng j7 pro tuy đời cũ nà xài còn oke hơn,3,16/02/2020,Negative
nhìn máy chắc_chắn hơn đẹp chơi game đồ hoa cao nét nói_chung chụp ảnh ok,5,26/10/2019,Positive
thua_con a5 2017 thất_vọng quá tệ luôn máy nhanh hết pin mặc_dù k dùng mấy camera lóa loa bé vân tay đc kchán,1,27/06/2020,Negative
xài oke mượt,5,16/01/2020,Positive
hứa bao_giờ đặt_chân vô tgdd mua đt hay gìmình mới mua ip7 plus mới sáng về dùng mở máy thấy thanh thông_báo tắt máy mở ngoài mua máy xách tay lành giờ lỡ mua ráng ngậm cục tức dùng đỡ thôi,1,3/5/2020,Negative
sài tốt pin tuột nhanh gần 1 tháng ko hết tuột pin sạc nhanh ok,3,27/05/2020,Positive
mua máy về đầy 1 tháng đi đổi 2 3 lần lần nào về sử_dụng đc 1 2 tuần loạn màn_hình tự nhảy ứng_dụng lung_tung đi đổi sang máy vivo y11 lỗ hơn 1tr khuyên 0 chọn sản_phẩm a10s samsung,1,30/05/2020,Negative
nói_chung đầu xài ngonnhưng hẹ thống phần_mềm nặng cấp riệt ròi xài dở_tệnhức bất_wifi yêu,2,15/07/2020,Negative
mik mua đk 10 ngày vài lỗi kỹ_thuật màn_hình nhiêu tivi nhiễu sóng máy đơ cảm_ứng nhận lệnh chậm chơi game thù âm_thanh phát loa gọi điện k loa ngoài thật muốn đổi máy khác xem lỗi k hay máy mjk trục_trặc,2,9/2/2020,Negative
sạc pin sao đúng moi người sạc đầy 100 rút đến sáng tắt wifi 4g tụt 7 pin máy sạc lần 2,3,17/02/2020,Negative
sản_phẩm mua tốt tôi thích mua sản_phẩm bên điện_máy xanh thế_giới di_động sảm phẩm thuận_tiện công tôi tôi thích tính_năng mới,5,6/10/2018,Positive
mọi thứ quá ok điện_thoại tầm trung loa hơi nhỏ xem youtube mấy khác thôi game phần_mềm game turbo tăng chất_lượng âm_thanh nghe to mình hỏi luôn note 8 pro android 10 sao cập_nhật miui 1106 ta hay hỗ_trợ,5,22/02/2020,Neutral
thật tuyệt_vời mua hôm giảm 15 quad tuyêth vời siêu phẩm nhà táo ko còn chê cả 7plus luôn 11pro max ổn nhân_viên nhiệt_tình vui_vẻ,5,31/01/2020,Positive
máy pin trâu sai tốt sóng điện_thoại wifi khỏe hiệu tượng giực làng camera tạm vân tay nhạy giá_thành rẻ mới người mua cảm_nhận,5,17/04/2020,Positive
mua hơn 4tháng nói_chung tầm giá tất_cả ok đáng mua tiếc ko kèm tai_nghe thôi,5,7/8/2020,Positive
mình mua máy đc 10 ngày máy đẹp sài_k nóng máy còn pin ok sài đc 23 ngày cảm_biến vân tay đầu nhạy sài 10 ngày còn mở đc khởi_động máy mới trở bình_thường,4,21/11/2019,Positive
pin trâu màng hình tạm ổn độ sáng cao thiết_kế hơi thô chơi game mượt lqbug sạc nhanh nói_chung dùng 10 ngày cảm_thấy phù_hợp bản_thân,4,21/11/2019,Neutral
con túi_tiền xài ok máy mạnh pin trâu chơi game mượt ko nóng tôi dùngxài liên_tục tằm 12tieng,4,18/04/2020,Positive
tìm_hiểu đọc khá bình_luận về máy mua riêng mình thấy máy ổn chạy mượt vấn_đề trong quá_trình sử_dụng pin trâu thích,5,26/05/2020,Positive
máy nóng camera đc mới mua 2 tháng thôi k biết sao,2,11/7/2020,Negative
mặc_dù máy hơi mau nóng thích thiết_kế cũ iphone mặc lưng nhám 5 sao thôi,5,15/10/2019,Neutral
k hiểu b chê điểm nào pin k dùng cũg hết no kiamìh dùng thấy 1h k dùg sút 1 pin thế yếu à,5,27/05/2020,Positive
pin tốt màn_hình trung_bình khá âm_thanh sống_động cực hay chơi asphat 8 siêu mượt,5,15/11/2019,Positive
wifi bắt tốt chiến game ngon ko nóng máy ko lagchụp hình đẹp thường mua toàn 5 sao hãy 4 sao đt ngon nhân_viên ko đc hài_lòng lắm thái_độ hơi khinh người bớt 1 sao,4,14/02/2020,Positive
tôi mua máy xài cả năm có bị gì đâuthời gian pin hơi xuống một_chút thôirơi rớt ầm_ầm mà chả xi nhê gì cả,5,17/02/2020,Positive
tốt_đôi nóng máy nhân_viên phục_vụ ok máy liên_quân tương_đối nhanh ko lag,4,3/7/2019,Positive
máy ngon pin 5000 cực trâu mình dùng làm máy phụ nghe gọi nhắn_tin xem nhẹ netflix gần 2 ngày quá ngon trong tầm giá,5,1/7/2020,Positive
điện_thoại tuyệt chơi game mượt chụp hình cực sắc nét bin trâu chơi game liên_quân khoảng 10h tôi hài_lòng điện_thoại,5,11/7/2020,Positive
thất_vọng mua samsung a50s hình chụp k đẹp màu tái_xanh k rõ hình chỉnh_sửa cắt_xén lem_nhem tệ hơn samsung j7 quảng_cáo quá lố,1,28/09/2019,Negative
máy mình mua xài cầm pin chơi game mượt camera chụp hình xóa_phông tuyệt,5,21/06/2018,Positive
em mua sản_phẩm 1 tháng em tải game 1 tải game nói bắt em store tải em hình_ảnh em chụp freefirepufgthái cổ thần vương em muốn đổi máy hộp còn hộp xấp giấy mất,1,25/07/2019,Negative
máy đẹp bề_ngoài nhìn sang tác vụ bình_thường xử_lý mượt nhanh mình chơi game pin ổn camera ảnh chân_thật khá ok nhược_điểm khả_năng ghi_âm hơi tệ đi xem hòa nhạc quay nghe âm_thanh chói xem video liên_tục hiện_tượng hơi nóng chấp_nhận thấy khá tốt trong tầm giá,4,17/04/2019,Positive
em mới mua còn cảm_ứng quá tệ_hại tệ nhất điện_thoại em dùngbỏ hơn 9 triệumà đổi đt cảm_ứng tệ_hại thế nàybạn nào dùng mình khuyên thật bạn mua a70 nhémình mới dùng mình muốn đổi con mới luôn ývân tay yếucam ứng nảy lung tungnt muôn vứt luôn cả đt,1,15/05/2019,Negative
android 10 máy xài quá ngon bạn mua đicác e vấn_đề thuong nhiệt_tình,5,7/6/2020,Positive
máy đơlag giậtloa nhỏ chụp hình xấutệ mua fpt shop giá trời tệ kinh_khủng,1,16/01/2020,Negative
thánh sai dt e hỏi sai dt cảm_biến vân tay dăt tay nó tự mở màng hình phai ko ạquay ma a vsmart cập_nhật phần_mềm xong muốn mở khoá bằng vân tay phai ấn núut nguôn trươc sang màng hình mới sai vân tay dcsài bất_tiện lắmhãng khác ngta cập_nhật lân thi thêm tính_năng mới còn vsmart thi hại não ng dùng thêm thôi,1,29/07/2020,Negative
điện thoai mua ở điên máy xanh tin_tưởng sản_phẩm chúh hãng mình mua lâu sử_dụng hài_lòng bảo_hành toàn_quốc nhân_viên nhiệt_tình hài_lòng,5,6/11/2018,Positive
nhìn_nhận đầu_tiên điện_máy xanh nhân_viên vui_vẻ nhiệt_tình thân_thiện tư_vấn chuyên_nghiệp máy chụp ảnh đẹp thiết_kế quá tuyệt_vời,5,23/10/2018,Positive
mua nay gần 5 thángmình chơi game khá trải nghiệm thật lòng nói máy ok sài lâu vân tay cảm_ứng camerahiệu năng mọi thứ tốt chiến game nặng mượt max cấu_hình ok hiếmkhi giật lag đáng_kể pin chơi liên_tục tầm 4 tiếng sử_dụng bth hết ngày đáng mua hiểu sao ae mua về chê máy mắc lỗi chắc kh may thôi,5,21/06/2020,Positive
mua 3 tháng xài ok giờ mới nhận e nó android 10 giao_diện đẹp hơn thêm ứng_dụng chụp màn_hình ko bấm phím nguồn vuốt 3 ngón tay thêm ứng_dụng quay màn hìnhmức giá 3tr ko đối thủđang hóng máy mới bác vượng,5,3/7/2020,Positive
mới mua về 10 ngày xuất_hiện tự nhảy cảm_ứng lung_tung bắt wifi khá khém chất_lượng thấp hơn giá,1,21/02/2020,Negative
cả tuyệt_vời ngon trong tầm giá hiệu_năng khỏi bàn mượt cấu_hình mạnh_mẽ,5,19/02/2020,Positive
tôi mua 2 tháng củ sạc máy giờ sạc vô pin tôi đổi củ sạc khác dậy sạc máy sạc bình_thường,3,28/05/2020,Negative
tui xài vsmart live hơn nửa năm trải nghiệm mọi thứ tốt camera cùi bắp thôichụp hình tia sáng nó cắt ngangcòn vấn_đề khác vân tay hay sóng kiểuhôm nay mới cập_nhật mới ổnmáy ko nóng pin oklâu lâu đơ phátrất ngon trong tầm giánói thiệt tầm giá 4tr nào xài đâu,5,7/7/2020,Neutral
rat totok,5,25/04/2019,Positive
mua về dc 1 tháng cảm_thấy thất_vọng cam chất_lượng ảnh quá tệ chụp thiếu sáng chip khá yếu tiếc chuong trình doi tra dong may nay,2,20/04/2020,Negative
mới mua tháng 4 t6 hư mất nghe người_ta nói mình ko nghe,1,6/8/2020,Negative
mua a9 màu trắng thấy hài_lòng thiết_kế đẹp mât pin bền cảm_thaya hài_lòng,5,24/11/2019,Positive
máy lắp cường_lực k mn e nghe nói_lắp bấm k ăn sợ rơi vỡ màn_hình toang,5,15/05/2020,Negative
mình mua dc gần cả tuần thấy ổn trong tầm giá game lâu hơi ấm máy chút camera siêu nét game mượt pin trâu đấy ncl điện_thoại chiến game hết sẩy,5,9/5/2020,Positive
trải nghiệm 4th cảm_ứng vân tay nhạy pin trâu zl fb ytoube chơi game vô_tư k lo hết pin camera k nét lắm tầm giá ok m k hối_hận mua vivo y19 mọi người mua,4,6/4/2020,Positive
cấu_hình ổn game mượt pin ảo pin 5000 cảm_giác 4000 còn ai dùng realme hay hiện quảng_cáo cài_đặt tắt nhé hãng chèn quảng_cáo máy giảm tối_đa giá_thành sản_phẩm_giá cấu_hình quá ổn máy ngang giá mạnh bằng đâu bực pin ảo thôi,3,7/7/2020,Neutral
mình đã mua a51 được 1 tháng thấy mọi người đánh_giá mình cũng thấy lo chắc mình ăn_may dùng rất tốt bluetooth chạy rất mượt đi cách xa đt 40m vẫn k bị giật giật nói_chung tất_cả đều rất ok cảm_ơn tgdđ giang trung phú lương thái_nguyên,5,28/01/2020,Positive
sản_phẩm quá tuyệt_vời pin trâu ram cao dung_lượng mọi người mua nhé,5,18/11/2019,Positive
máy ok trong tầm giá đúng đt ko lo về pin chơi games khỏi bàn chụp hình đẹp,4,14/08/2020,Positive
máy mua xong giật mượt màng hình kém nhân_viên nói màng hình đẹp sắt nét chơi game tốt nói ngon toàn lừa,2,4/5/2020,Negative
camera trc vấn_đề nhé buổi tối nhòe nhạt hạt tivi trắng_đen xưa thất_vọng camera ok tuy_nhiên camera hình_ảnh giả giả sao á,1,14/08/2020,Neutral
tôi gửi phản_hồi về sản_phẩm nhân_viên gọi tư_vấn máy yếu về mạng 4g tôi mới mua 1 tuần máy lỗi tôi đổi máy khác ko,3,19/07/2020,Negative
máy màn_hình quá tồi_tệ thua cả xiaomi redmi note 7 mua về sánh bật max độ sáng màn_hình redmi note7 màn ám vàng độ sáng ko cao bằng super amoled l ips lcd đẹp hơn bạn đừng mua máy,1,23/01/2020,Negative
máy mình mua xong cảm_nhận hình pin máy lôi hay sao ý xem 1 đến 2 hôm ko đc đổi,5,16/08/2020,Negative
mới mua ổn cập_nhật phần_mềm hệ_thống khắc_phục vân tay tăng hiệu_suất pin máy xài tốt vân tay nhạy hơn mình máy ở chế_độ xem youtube xuyên suốt 5 tiếng tốn 30 pin máy hơi nóng k đầu ai muốn mua đừng ngần_ngại chơi liên_quân 0k lắm,1,15/07/2019,Positive
bắt sóng quá yếu k nổi 1 vạch 4g viettel 1 vạch đứng cột phát_sóng bắt yếu,1,19/01/2020,Negative
mẹo ai tụt pin nhanh sử_dụng đt sử_dụng độ sáng thấp khoảng 40 tùy thị_giác tắt chức_năng độ sáng tự_động máy đi thiết_lập giới_hạn ứng_dụng sử_dụng pin đối một_số ứng_dụng chạy ngầm facebook vv tắt bớt sóng wifi bluetooth data sử_dụng làm tất_cả bước dù chơi game dữ lắm nguyên ngày hết tầm 70 pin mẹo ai,5,27/11/2019,Negative
cam kém màn_hình tệ cổng sạc khó_khăn người dùng nhân_viên tư_vấn bán hàng training về công_nghệ tư_vấn bán hàng khách_hàng lựa_chọn sản_phẩm phù_hợp nhu_cầu công,1,3/8/2020,Negative
tất_cả ok về khoảng sóng 4g tệ chơi game fps ping cao loa nghe to rõ nhiệt_độ máy khá mát,1,30/01/2020,Positive
sản_phẩm xài tốt đến nay gần 1 tháng lỗi mặc_dù lỡ rớt 12 đt thau nước giảm âm_thanh khoảng vài tiếng hết đến giờ bthg nói_chung bỏ hơn 9tr ưng_ý vô,5,23/06/2019,Positive
