comment,n_star,date_time,label
về dòng samsung xài êm mượt dễ sử dụngpin trâuxài lỗi gìchơi game mượt hơn đặc_biệt về chụp hình sắc nét chi_tiết màn_hình tràn viền thiết_kế tinh_tế i love samsung good,5,29/06/2020,Positive
nói_chung giá 2tr6 quá tốt rồilên mạng lướt fb phà phà chất_lượng ok phàn_nàn còn về lâu_dài chờ tg trả_lời,4,29/06/2020,Positive
mình mới mua hôm 35 máy đẹp pin trâu wifi mạnh cập_nhật phần_mềm sửa lỗi hdr loa ổn to rõ hiện thấy lỗi tóm máy ngon đáng đồng_tiền bát gạo trong tầm giá chơi game mượt ngon hơn dòng galaxy tầm trung samsung,5,4/5/2020,Positive
máy xài ok trong tầm giá mặc_dù pin 5000 vẻ k trâu lắm sài trung_bình 1 ngày game phổ_thông lq pubg chơi ổn đôi giật nhẹ,4,2/2/2020,Neutral
mới mua về 10 ngày trả chấp_nhận lỗ 1tr9 cảm_ứng loạn pin k trâu mình tưởng,1,22/05/2019,Negative
mua 3tháng chơi game mượt bằng xiaomi tầm giá độ sáng màn_hình hơi yếu còn ok tất mua nhé,5,12/4/2020,Negative
nhận máy 1 tuâncảm biến vân tay nhạy bao mở 1 lần pin khỏe đôi lướt fb treo biết_đâu test tiếp,4,21/11/2019,Negative
dùng đc 3 thángnc rất ok mức mong_đợi còn mik thấy lắm bạn chê nọđem ss với hãng khácnếu bạn muốn máy tốt mua loại 20tr trở_nhéchắc chắn tốt,5,10/9/2019,Positive
quá tuyệt pin trâu cấu_hình khủng sợ phân khúc giá realme 6i lựa_chọn tốt nhất,5,27/06/2020,Positive
máy đẹppin sài dc 3 ngàycame chụp đẹpcame hơi tệquá tốt trong tắm giá,5,14/05/2019,Positive
máy đẹp bắt_mắt cấu_hình dùng tầm giá ok điểm trừ mở bằng vân tay quá kém khó mở mở bằng khuôn_mặt tạm ổn,4,11/11/2019,Positive
mới lấy máy về đc ngày mới dùng lục_lọi sơ_sơ cảm_thấy ok camere chụp hình hơi mờ mình k tự sướng nhiwwuf k quan_trọng lắm vấn_đề pin máy trải nghiệm hết biết nào,4,14/01/2020,Negative
khá thất_vọng máy ko dc mượt pin hao nhanh chăm_sóc khách nhiệt_tình,2,13/08/2020,Negative
mua máy 1 tháng thế_giới di_động 2 lần lổi sao quảng_cáo che hết màng hình hoài hết lý_sao,1,14/01/2020,Negative
máy nhanh mượt game ok4 cam chụp đẹp cam k ưng lắm mình ít selfie ok,5,13/05/2020,Positive
trải nghiệm 6 ngày máy tốt trong tầm giá pin sử_dụng thoải_mái biết chơi game chụp ảnh góc rộng ok sài mượt gái 18 lần đầu sử_dụng oppo thấy hài_lòng,5,2/10/2019,Positive
yên_tâm mua hàng ở hàng chính hãng bảo_hành tới 1 năm mua hơn 1 năm máy vấn_đề bán hàng bền hài_lòng mình mua hàng ở chuỗi đmx yên_tâm,5,19/09/2018,Positive
thấy tầm giá máy quá ngon năm thôi 7tr mới mua đc con a50s 64g năm 6tr rưỡi con máy 128g pin 5000 kêu_ca mk dùng 1 đống app thông_báo gần 2424 chơi game còn dùng 1 ngày ai ít dùng pin lớn sạc đầy hơi lâu đáng thôi nói_chung quá ok,5,11/8/2020,Neutral
sản_phẩm iphone 7 plus 32gb lướt game mạnh lách mạng nhanh cấu_hình mạnh chạy ổn_định,5,14/09/2018,Positive
đẹp mựợt tội hao pin quá pin 4000 2000 sạc nhanh hao quá nhanh,3,26/08/2019,Negative
máy lag mở khóa vân tay chậm pin hao nhanh làm học_sinh mua máy về mạng đọc sách học onl chơi game máy lag hao pin kinh_khủng,1,24/03/2020,Negative
điện_thoại mình mua 1 tuần rồithật thất_vọng pin mau xuống quácó chơi game văng mấtcảm thấy thất_vọng quá,1,5/6/2020,Negative
thi_thoảng hay đơ loa thoại nhỏ sạc lâu thời_lượng pin tốt chất_lượng phục_vụ tgdd tốt,3,16/08/2020,Negative
trải nghiệm dùng nói_chung quá chán máy hay đơ thi_thoảng gọi tắt màn_hình bật ai mua tham_khảo ý_kiến cá_nhân thôi,1,22/06/2020,Negative
mình mới mua gần 3 tuầndùng ổn pin tụt hơi nhanh oppo tầm tiền nàymay sạc nhanh,3,14/05/2020,Neutral
nút home bấm phê camera quá xuất sắt cực sắc nét máy đẹp tuyệt_vời cằm máy cảm_xúc dân trào sạc pin lâu quá,5,21/03/2017,Positive
fan samsung mơi mua a11 hai ngày quá thất_vọng máy hay đơ camara kémchơi pubg 20p di_chuyển ko dcnói chung thất_vọng,1,24/05/2020,Negative
mình mua con cx đc 2 tuần r cảm_thấy chụp ảnh tốt pin ổn mượt màn_hình khá nét,4,13/08/2020,Positive
ai nói nói thuong hiệu samsung dù dòng máy nào giá cao hay thấp tốt mình thích a39 samsung khác ai thích sống hình_ảnh ảo iphone vivo oppo đi nhé,5,12/5/2020,Positive
em mua hôm lướt siêu mượt luôn loa to nghe chụp ảnh nét đẹp nút home nhạy quá nhạy pin trâu sài 5 – 7p xuống 1pin thôi nhân_viên dễ_thương lắm ạ,5,23/12/2018,Positive
giá giảm sâu dùng quá tuyệt_vời 1 lựa_chọn hoàn_hảo phân khúc tầm trung,5,2/7/2020,Positive
quay video lag giật mượt còn mọi thứ ổn chơi game mượt chê đc,4,11/6/2020,Positive
apple iphone số một_mình mua hơn một năm đến bây_giờ hiệu_năng vấn tốt pin khỏe camera sắc nét xóa_phông chuyên_nghiệp thiết_kế bao_giờ lỗi_thời,5,3/9/2018,Positive
ngồi kế bên các máy hạng thấp hơn mà bắt mạng 4g yếu hơn hay rớt mạng,3,27/02/2020,Negative
tui thấy đt thoại khá tốt pin trâu sạc hơi lâu đa_nhiệm tốt ít lag hay đơ máy,4,17/03/2020,Positive
tôi mua con hôm nhưg trả_góp máy ok pin trâu camera dc tet ve_camera man hinh 667 quá khủng chơi game phê vc nc máy ngon nv tggd nv homecredit khu vuc le thủy quảng_bình vv nhiet tình 5,5,26/07/2020,Positive
1màn hình k đc full mức giá 3 triệu tạm chấp_nhận 2 võ lưng màu k đẹp nhạt giống điện_thoại hãng giá tầm 23 triệu khác,4,19/07/2020,Negative
mới sử_dụng 3 tháng máy lướt fb xem video bi văn hoài chán thật ko hài_lòng,1,9/6/2020,Negative
xem video youtube nhòe ko nhìn rõ pải 480p mới xem rõ dc mua cách 2giơ,2,4/6/2020,Negative
mới mua mẹ dùng thấy ok dễ sử_dụng pin trâu đặt_hàng mạng giao hàng nhanh,4,29/10/2019,Positive
thật buồn mình ko tìm_hiểu mua máy cùi quá ko kết_nối đc otg cắm cáp máy_tính ko nhận ko thể_nào copy đc ảnh sang,2,11/9/2019,Neutral
máy dùng ok thiết_kế đẹp giá_cả phù_hợp con chip dùng ổn nóng máy,5,6/7/2020,Positive
tôi dùng hơn năm ai đánh_giá tốt tôi khoảng vân tay quá tệ oppo5 tay dính tí mồ_hôi lau đi lau phím home thật mắc_cỡ sao oppo làm tốt apple tôi dùng máy phụ oppo5 đụng nhe nó còn ip đắt gấp ba lần,4,25/08/2018,Negative
camera ok lắm mấy giá nói ai xài thấy sao mình thấy thích nha nhất giao_diện máy mình sam fan sam thích hết,5,30/04/2020,Positive
mới mua ngày 51219 tgdd 1341 đinh bộ lĩnh quận bình thạnh tphcm nhân_viên dễ_thương chú giữ xe đến cô nhân_viên giới_thiệu nhiệt tìnhmáy ok chiến game lq max setting hơi ấm ấm nóng máycầm chắc_tay thiết_kế đẹp cam tốt pin trâu đủ yêu_cầu,5,5/1/2020,Positive
mình mua sản_phẩm test máy đẹpđẹp hơn hình máy mạnh cấu_hình khoẻ trong khoảng 2 đến 3 năm tiếp ok mình cài playstore chiến game,5,5/4/2020,Positive
da mua tai dienmayxanh máy đẹp màu_sắc rực_rỡ chơi game kha mượt có ghi phải chê cả,4,24/04/2020,Positive
mới mua điện_thoại tgdđ tạm_thời điện_thoại dấu_hiệu lỗi nhân_viên phụ vụ tư_vấn nhiệt_tình hài_lòng bên shop,5,9/7/2019,Positive
mới mua đc 3 ngàymáy dùng khá ổnpin trâuwifi ổnvân tay khá nhạy nghe nhạc đc 1 loamà nhìn thấy 2 loachắc loa kia nhìn đẹp hay sao,4,30/06/2020,Positive
mới mua về dùng thử 2 ngày mở khóa bằng vân tay pin xài nhanh hết,2,27/08/2019,Negative
nhận_diện vân tay cực_kỳ kém kém luôn dòng khác thua xa đàn_em samsung a6 2018 cảm_ứng loạn nhắn_tin nó tự bôi_đen tin nhắn bấm thêm xóa hết nói_chung 2 đặc_điểm gây ức_chế chụp ảnh bình_thường camera chụp đẹp bằng mấy máy trung quốc cùi bắp nói_chung đáng tiền,2,19/05/2019,Negative
mua mấy ngày đầu về xài còn xử_lý bước hơi chậm đến cập_nhật phiên_bản mới thi quá ok pin xài ngày rưỡiquá sức mong đợigood,5,6/4/2020,Positive
máy tốt pin trâu chơi game chơi 1 tuần thấy vấn_đề nhân_viên nhiệt_tình,5,25/07/2020,Positive
tất_cả ai dùng con gặp vấn_đề về pin tụt nhanh vân tay ko nhạy kể_cả mìnhsai lầm mua,1,31/03/2020,Negative
sản_phẩm tệ sai mấy lời liên_tục sắc võ cử sắc sắc đem sắc mấy khác vô bincòn đem về đung mài sắc lâu_lâu mấy sắc tật mây_khói đông sắc vôđem thế_giới gỉ đồng kêu đem hàng bạo_hành mình toàn_diện mấy xanh thời giới gỉ đồng mã_lực bạo_hành mấy tg đồng kẻm làm mình ủng_hộ đâu,1,3/3/2020,Negative
sản_phẩm ok pin sử_dụng ít 2 1 bình_thường 15 lóa ngoài to màn_hình đẹp tôi hài_lòng sản_phẩm,5,2/7/2020,Positive
test đt nửa lễ mua đt chiến game xài 2 k đủ chơi chơi lớn mua 3 chơi game,5,1/9/2019,Negative
quá ok trong tầm giá chê điểm nào tội pin dùng lâu hết quá mong vsmart chỉnh_sửa,5,27/02/2020,Positive
điện_thoại em mua 3 tháng giá 3 triệu sử_dụng tốt em mua học giải_trí đòi_hỏi pin trâu camera ổn loa to tải ứng_dụng ít lag em hài_lòng về sản_phẩm,5,22/04/2020,Positive
hàng dùng ok đấ ae wfi mạnh pin trâu bao mượt tháng đầu lỗi đổi_mới dùng tự_tin hẳn,5,10/5/2020,Positive
sản_phẩm wa tệ thua samsung a5 2017đt xài tự_dưng màn_hình tối lạihình ảnh nhòenhanh hết pinchụp màn_hình khócài đặt nhạc chuông đc hơn 1 ngàytự dưng nhảy về nhạc chuông mặc_định,1,31/12/2019,Negative
máy đẹp xem yutub mạng4g rõ nétpin ổn phục_vụ okmua sản_phẩm online kèm quà tặng loa giá đỡ,3,25/03/2019,Positive
mới mua máy hơn một tuần sài hài_lòng lắm pin tụt ngày nhanh cấu_hình tệ hơn oppo k3 mình sài con chip snap 710 camera tạm ổn sắc nét hơn a50 mình dùng trc mình thích ảo giống a50 hơn vỏ nhựa kém sang tuy_nhiên đở nóng máy chơi game trọng_lượng máy nhẹ mỏng cầm tay thái_độ nhân_viên phục_vụ luôn làm mình hài_lòng,3,7/4/2020,Positive
còn thua cả realme c2vivo y91c oppo a1k thật quá thất_vọng về samsung,1,14/01/2020,Negative
mua xong mn người đặc hàng online quà tặng nhé sảm phẩn okr,4,20/03/2019,Positive
quá chán sai_lầm mua con máy mới mua 2 tuần treo máy vô zalo,1,5/8/2020,Negative
mới mua em nó hôm_nay sử_dụng ban_đầu cảm_thấy khá mượt pin trâu màn_hình super amoled full hd khỏi bàn xuất sắt thích thái_độ nhân_viên thế_giới di_động nhiệt_tình,5,14/06/2020,Positive
căn_bản 2 tháng phàn_nàn đến hôm_nay sử_dụng note xuất_hiện khoảng đen tròn nền viết khoảng đen bảo_hành bảo_hành thế_nào,4,4/4/2020,Negative
một thương_hiệu lớn mà k bảo_hành được cái máy tôi mua 1 cái sam sung galaxy a10s dùng được 4 tháng đã bị đơ đơ cộng sập nguồn mà đem tới hẹn 1 tuần tới nhận được còn bị sập nguồn nặng hơn,1,15/01/2020,Negative
máy mình mới mua gần một tháng chạy ứng_dụng đi làm hiện_tượng vài ngày lỗi camera hay đơ màn_hình dùng lần khởi_động máy,3,24/05/2020,Negative
khá thất_vọng dùng 3 tuần máy lỗi bóng mờ pin nhanh trai 1 số ứng_dụng antutu 1 số khác độ chai 7 bắt wifi cực kém hay chập_chờn còn 1 số lỗi nhỏ,2,11/8/2019,Negative
sim dùng kết_nối_mạng lắp ở khe mấy mạnh nhất tôi sử_dụng sim viettel 4g cảm_giác chậm nhất buổi trưa,3,14/08/2020,Negative
mình mua phẩm 8 tháng rồimà gủi sữa bảo_hành tháng hết 3 lần rồimình sài điện_thoại kĩđiện thoại hư lỗi bên trong máy à,1,3/2/2020,Negative
sản_phẩm_dụng khá ổn trong tâmg giá thích nhất sạc nhanh chụp hình cực_kỳ đẹp luôn chụp ảnh hay chân_dung quá xuất_sắc mấy con máy khác chụp ko bằng v17 pro v17 pro ngoài chuồng gà,5,21/12/2019,Positive
mk mua hồi tháng 12 dùng thấy ổn giá tiền pin trâu lâu_lâu hơi đơ chút sao_chụp ảnh nét tìm mua ốp cường_lực chỗ mk hơi hiếm,5,27/03/2020,Positive
chip snapdragon 855 khỏi chê thích máy cụm camera ổn đặc_biệt camera macro chip cao_cấp snap 855 giá hơn 10tr quá ngon,5,8/8/2020,Positive
mới dùng dc 6 tháng máy treo đơ máy liên_tục pin cực yếu nói_chung cá_nhân mình vs số tiền k mua,2,21/06/2020,Negative
tôi mua a51 đc hơn tuần tôi thấy pin nhanh xuống mặc_dù tôi k sử_dụng tôi mua về sử_dụng mấy máy hay xuống pin,2,27/01/2020,Negative
mua ngày đầu mới cập_nhật phần_mềm khả_năng bắt wifi cải_thiện đáng_kể hai máy đặt xác nhau đầy sóng joy 3 miếng nào,3,9/3/2020,Negative
sản_phẩm_chất_lượng mượt cấu_hình cao sử_dụng ko tình_trạng giật lag,5,1/7/2018,Positive
tệ hơi giật nhẹ test game chụp ảnh tạm đc nhận_diện khuôn_mặt kém,3,6/7/2019,Negative
xài 1 tháng mấy đt vivo u10 giá okpin trâu khỏi chê màn_hình nhạy_bén lắm nha chơi game ok mượt tốt nghe nhạc ok bắt sóng wifi mạnh người khác nói nha 4g mạnh nha màn_hình to camera ok đt giá tầm ok còn chê biết mua tgdđ nhiệt_tình nha mình 5 sao,5,18/06/2020,Positive
wifi quá kém máy lỗi cảm_biến gọi màn_hình đen_thui muốn kết_thúc cuộc_gọi tắt nguồn chờ bên kia kết_thúc cuộc_gọi màn_hình mới sáng,3,8/4/2020,Negative
mới lấy hôm_nay còn chê về sản_phẩm mọi thứ ok màn_hình đến camera dung_lượng pin mọi người dùng màn_hình 120hz cảm_nhận hết chất_lượng sản_phẩm 5 sao siêu phẩm năm nay samsung,5,6/3/2020,Positive
điện_thoại dùng đóng tất_cả ứng_dụng chạy ngầm bin tụt 8x mạng lướt web thôi 3 phút tụt 4,1,1/4/2020,Negative
cảm_biến van tay quá tệ ko mới mua 3 ngày ko chơi game chi nghe goi pin tuột nhanh nói_chung ko ok,1,13/06/2019,Negative
máy khá mượt 1 tháng sử_dụng cảm_thấy hơn tụt pincó đứng máy,3,5/2/2020,Negative
mình mua iphone 7 plus cảm_giác thật tuyệt chọn em nó máy dùng quá mượt pin trâu camera chụp xoá phông ok nói_chung bàn,5,28/06/2018,Positive
dùng ip7 chuyển sang ssa70 phát chán hẳn nhân_viên_ngoại_hình đẹp giao_tiếp tốt nhiệt_tình,2,9/10/2019,Positive
máy dùng mượt pin khoẻ hy_vọng duy_trì lâu_dài đáp_ứng đủ pin 2 ngày tác vụ web lướt face zalo youtube,5,8/1/2020,Positive
samsung biết nhận điểm yếu mình tấm nền amoled dùng màng 65 hd nhìn rỗ nhem màu ở cạnh viền cửa_sổ ứng_dụng màng hình còn tấm nền phổ_thông dùng màng 65 hd ko lỗi đem chất_lượng tốt tới còn hơn ép người dùng sử_dụng nhu_cầu,5,26/05/2020,Negative
máy mượt game ổn bắt wifi tốt màn_hình đẹp pin trâu phần camer rò điện sạc ko bt sao ko,4,12/7/2020,Positive
m mua dịp sinh_nhật tgdđ m mua con cảm_nhận con tốt trong tầm giá mọi thứ ổn pin tuột hoi nhanh 1 chút,4,11/8/2020,Negative
mình mua hôm 3004 dùng mới gần một tháng máy cực mau hết pin còn mau nóng máy,2,27/05/2020,Negative
điện_thoại pin trâuchụp hình ok giá sinh_viên siêu rẻ chất_lượng thể chê,5,2/8/2020,Positive
máy khá ngon chơi game ổn lâu_lâu đơ màn_hình tắt máy mở đượcphải 1 mới mở còn về mảng xem phim youtube phóng to màn_hình tua đôi đượcmình nghỉ trong tầm giá nv khá ngon cảm_ơn,5,17/04/2020,Positive
biết tiền nào ấy xong điện_thoại dùng ghe gọi nhắn_tin riêng về màn_hình cảm_ứng con quá chán ấn nhận ấn mấy lần mới nhận vội nhắn_tin con chắc đập máy quátức chịu quảng_cáo hay thực_tế quá tệ sai_lầm mua mới dùng 2 ngày cảm_nhận quá thất_vọng quảng_cáo mọi người cân_nhắc tầm tiền lựa_chọn dùng,2,3/5/2020,Negative
mình mới mua 1 tuần nhu_cầu quá cao thấy máy chạy tốt ứng_dụng thông_dụng pin sử_dụng lâu mình thấy okcảm thấy hài_lòng mức giánếu ai một điện_thoại pin trâu sử_dụng nghe gọifbzalo ứng_dụng đơn_giản máy ok,5,28/06/2020,Positive
mình hỏi mình mua máy đc ba tháng tuột 98 pin,4,16/11/2019,Negative
dùng tốt thất_vọng ko sạc nhanh pin trâu chơi game mượt camera ko còn chê,5,5/10/2019,Positive
nói_chung 5 triệu quá ok rồicamera chụp khá đẹppin trâu,5,18/05/2019,Positive
mua máy nokia 23 tầm 1 tuần máy cầm nắm tốt pin trâu trụ 1 ngày chơi game ổn tác vụ cơ_bản mượt máy dùng android one hỗ_trợ dài mãi iu nokia 3,5,8/2/2020,Positive
máy tốt trong tầm giá xài ổn pin trâu sạc nhanh loa to_lớn nghe nhạc xem phim tốt,5,3/7/2019,Positive
4 tháng dùng trải nghiệm vho thấy dt nàu khá tốt về camera độ mượt chơi game lướt face độ nhạy vân tay cảm_biến pin dc trâu mong_muốn nhìn_chung đt khá tốt,5,15/08/2020,Positive
sài ổn máy đẹp camera khó lấy nét lấy đc nét lâu pin 3340 mau hết lắm chạy ứng_dụng ẩn khá,3,26/05/2020,Negative
máy mạnh xài ngon tốt camera chụp hình đẹp dung_lượng bộ_nhớ cao chip g90t chơi game max phê k nóng s bác nào la chơi nóng vs lỗi trong mình chơi cảm_thấy lỗi vs nóng đâu nhở nóng nhìu nhất 40 độ thôi nói_chung máy xài ok nhân_viên tư_vấn vui_vẻ cảm_ơn,5,17/02/2020,Positive
nhân_viên tư_vấn nhiệt tìnhmáy dùng khá ok phù_hợp giá tiền mình bỏ ramáy ram1g trách khỏi lag,5,5/5/2020,Positive
thật tệ mua 7 ngày 3 ngày đầu xài pin cả ngày mới hết ngày thứ 4 trở đi sạc sạc 2 lầnngày mình dùng lướt fb zalo thôi k cài game hay luôn cảm_biến vân tay quá tệ nhận_diện khuôn_mặt còn tệ hơn quá thất_vọng về máy camera còn thua dt củ mình xài hơn 2 năm màu nhợt_nhạt nhìn chán máy đơ đơ đứng máy luôn,1,27/06/2020,Negative
sản_phẩm tốt pin dùng ok lắm mình sử dung cả ngày 45 thái_độ phục vu nhân_viên tgdd nhiệt_tình vui_vẻ,5,16/03/2020,Positive
7tr đồng một sản_phẩm điểm antutu 135k ram 8gb làm màu còn sản_phẩm khác hợp_lý hơn,2,9/3/2020,Negative
sài androi tôi giờ chuyển ios cảm_giác sướng máy mạnh thể tả máy sản_xuất 2016 đến giờ còn mượt androi 15 năm thôi giật màn,5,14/10/2019,Positive
khá ok máy mượt pin trâu chụp hình đẹp điểm trừ pin 5000 hỗ_trợ sạc nhanh hơi tiết xíu,3,18/12/2019,Positive
máy dùng tốtcam cả trc chụp đẹpmáy chi sang_trọng luônpin okhơn nx còn sạc pin nhanh mất khoảng 1h30 sạc đầy,5,4/7/2019,Positive
máy quá tệ hay lỗi camera lỗi loa tronggame chơi lâu cảm_giác lagmình quá thất_vọng fan xiaomi xa sài 9s,1,9/6/2020,Negative
máy gọi zalo thể lướt fb vô mess dk còn pk máy hay lổi ứng_dụng nóng máy pk máy v hư ạ,3,7/1/2020,Neutral
điện_thoại lướt mượt ạ camera chụp nét thiết_kế nút home bấm tay sử_dụng trong công hay chơi game làm mình hài_lòng,5,21/09/2018,Positive
sản_phẩm quá tốt trong tầm giá đặt_hàng online đến tgdd nhận hàng nhân_viên tư_vấn tận_tình lịch cảm_ơn thế_giới di_động luôn khách_hàng,5,24/02/2020,Positive
máy xài tốt ngon pin khỏe bao xài cả ngày tác vụ nhẹ lướt fb duyệt web chơi game nhẹ_nhàng mua hôm 147 còn gần 8tr nói_chung đáng trong tầm giá,4,21/07/2019,Positive
ok máy chạy mạnh kiểu_dáng đẹp_mắt camera chụp sắc nét sạc pin nhanh đầy android 10 quá tuyệt,5,7/7/2020,Positive
ảnh chụp đẹp màn_hình ám vàng biết máy hay lỗi hỏi lỗi máy đổi mình mua nửa tháng,4,25/06/2020,Positive
chơi game ổn camera chụp xấu quá thua realme c2 mượt trồn tru chơi facebook zalo mesenger,4,3/4/2020,Neutral
máy đẹp ổn_định pin tốt nhân_viên ok dùng thêm 1 thời_gian đánh_giá thêm thích nhất_thiết_kế giọt nước ko đụng hàng iphone,5,7/3/2019,Positive
m mua đt hôm sạc tới sáng 74rút đi làm 90 tự_động mở_màn_hình vân tay đk kothật rất buồn ko biết làm bây_giờ,1,19/02/2020,Negative
hiệu_năng ăn_đứt 730g pin trâu máy mượt nhân cortex a76 gpu mali g76 tuyệt_vời vô_địch trong tầm giá,5,12/11/2019,Positive
ai lỗi đèn flash khônglúc bật khôngcảm ứng vân tay nghe thấy tiếng mở vân tay 5s mới sáng mànlỗi sập nguồn nữadùng 10 ngày tự sập 2 lần rồihơi thất_vọng,3,14/04/2020,Negative
mới lấy máy chiều đến hiện mọi thứ ok máy khui hộp làm mình lấn_cấn suy_nghĩ liệu tgdđ giao mình máy cũ hy_vọng bạn đưa khách xem full box mở seal khách an_tâm,4,29/10/2019,Negative
mình mua 2 2con chơi game free fire thấy chơi ok pin xài lâu hết còn sạc nhanh đầy tụi nhỏ thích,5,18/07/2020,Positive
mình sài dòng máy 8 triệu trở_tính mười máy lần đầu sài xiaomi thấy pin trâu mạnh hơn con chíp scom710 luôn đc sat nhanh hơn tốt,5,2/11/2019,Positive
máy mình mua đc tầm 2 tháng gần lướt fb cỡ 5p máy nóng ran ko hỏi cách nào khắc_phục ko ạ,4,6/10/2019,Negative
máy sài ok lỗi quảng_cáo hơi người chê máy kém suy_nghĩ người thôi,5,19/11/2019,Neutral
thấy người chê máy lõi thứ quá thôi bỏ ý_định mua luôn giờ ko biết mua máy luôn,2,8/5/2020,Negative
sản_phẩm tốt rát tiện hay camera ổn net thích máy tự_động chỉnh ánh_sáng ngoài nắng trong tuyệt_vời đáng đồng_tiền,5,18/08/2019,Positive
sản_phẩm dùng thíchmáy chạy nhanh pin bền màu_sắc trang_nhã đẹp mắthệ hành chạy ổn địnhchụp ảnh đẹp,5,1/6/2018,Positive
a51 chống nước admin mấy hôm em làm rơi xuống hồ cá_cảnh em vớt sài bình_thường thường,5,16/02/2020,Negative
máy mua dc 2 tháng chơi liên_quân bật max cấu_hình hay giật lag fps 60 giảm xuống còn 5 giật ko chơi dc cảm_thấy thất_vọng,3,15/05/2020,Negative
vân tay đúng tệmua chiều giờ mở 4 lần liên_quân giật lag tí_xíu giao_chiến,3,28/10/2019,Negative
máy mình chơi game lướt face xem youtube tầm 1 tiếng pin hụt nhanh ghê còn nóng nữabắt sóng yếu còn hay lag điện_thoại làm đêm hụt hơn 6,3,10/7/2020,Negative
máy đẹp cầm khá chắt tay nhân_viên tư_vấn nhiệt_tình vui_vẻ kết nha,5,19/04/2019,Positive
đc riêng viềng cam lm tệ quá tróc hết lớp mạ,5,23/07/2020,Negative
sao con redmi note 8 pro mình mua hôm 20 6 bản miui 1104 nó k đc cập nhập miui bản 11060 sao note 8 pro đc cập nhập rủi,4,26/06/2020,Negative
sản_phẩm nhỏ gọn vân tay mượt chơi game ko lắc ok nhân_viên hỗ_trợ nhiệt_tình,5,15/11/2018,Positive
sao gọi điện nghe loa thoại nhỏ quá đứng ngoài đường nghe mặc_dù tăng max volum,1,29/06/2019,Negative
thiết_kế đẹp chíp ổn hiệu_năng tốt còn pin 4000mah quá ổn sử_dụng dk 2 ngày còn camera chụp hình đẹp,5,26/08/2019,Positive
dùng gần 3 tuần máy k dùng tắt hết wifi 4g đêm tụt 9pin k yên_tâm về pin chút nào cả,1,20/09/2019,Positive
điện_thoại ngon bổ rẻ chơi game ko lát chi nong may thôi free fire liên_quan pupg,4,2/2/2020,Positive
đội_ngũ chăm_sóc khách_hàng tốt đổi trả ko hề phàn_nàn tôi yên_tâm mua hàng ở tgdd,5,20/03/2020,Positive
hình_ảnh cực tệ giá tiền quá cao bằng cả dòng máy 2tr hình_ảnh video chút thực hối_hận chót mua bác đừng mua máy_năng,1,16/05/2020,Negative
con 20s con cấu_hình mạnh hơnkiểu dáng ok hơn thời_gian sử_dụng pin kém hơn 20s mặc_dù ko chơi game,3,23/12/2019,Positive
mình dùng gần tháng máy xài ngon mình ít chơi game nv tư_vấn nhiệt_tình chu_đáo,5,11/9/2019,Positive
máy thực quá đẹp đẳng_cấp khả_năng hoàn_thiện nói tốt nhất samsung đến nay màn_hình tràn viền sexy đẹp nhất thế_giới hiệu_năng quá mượt thực xứng_đáng số tiền bỏ,5,26/08/2019,Positive
dùng 6 tháng up miui 114 lâu hoàn_toàn gặp lỗi bạn kia bình_luận tuy_nhiên thỉnh thoản mái hơi chậm chuyển_đổi giữa ứng_dụng camera cả camera chụp đêm quá ưng_ý trong tầm giá con iphone 7 mình chọn con,5,6/2/2020,Positive
nghe nói oppo dễ lỗi lắm ko mấy bn daq định mua ko pit chon nào tốt hơn thấy ngon dó sài oppo bao_giờ cả ko pit sao tui thấy samsung ngon hơn mất,5,15/04/2020,Negative
mới xài hơn 1thángrất mau nóng lag phí 7tr xài răt bực_bội bấm chữ hay dính videol lấy chậm máy,2,12/4/2020,Negative
máy mới mua xong thấy lỗi tác vụ ổn máy pin trâu loa to ổn trong tầm giá tính_năng máy cao_cấp màn_hình cạnh,5,13/09/2019,Positive
sản_phẩm tốt pin hao nhanh quá vân tay chút vấn_đề nói_chung khá ok,4,28/09/2019,Negative
tôi dùng đc 2 tháng con ok cảm_biến tiệm cận cực_kỳ tệ nghe màn_hình sáng chạm tai trượt thanh trạng_thái xuống chạm thay_đổi cài_đặt lung_tung khó_chịu,4,12/7/2020,Neutral
cập_nhật tốt pin cực ổn sài cả ngày lo ram trống hơn giá nào chất_lượng máy ấy thôi samsung làm tốt,5,1/11/2019,Positive
máy đẹp pin tốt cấu_hình khủng thích máy chơi liên_quân mượt chụp hình đẹp,5,22/12/2018,Positive
hơn 1 tuần trải nghiệm sử_dụng thấy máy khá ok ổn mượt thể làm chậm hay làm_khó con chip a12 bionic chụp ảnh đẹp tiện_lợi hơn sử_dụng 2 sim sóng_sánh ok 1 điểm duy_nhất về mặt hình_thức thiết_kế quá xấu viền màn_hình khung xương máy còn đút lọt đồng_tiền polyme bác nào trường_hợp đấy ạ,4,11/2/2019,Positive
xài cảm_thấy okie sản_phẩm mượt chụp ảnh đẹp chơi game đôi lag hỗ_trợ đa_nhiệm chất_lượng độ phân_giải tấm nền amoled cực_kì ấn_tượng đáng mua,5,27/03/2020,Positive
sản_phẩm tốt trong tầm giá máy mượt nhiệm tốt pin đêm hao 12 pin trâu dùng chơi game liên_tục 4h tốn 5560 liên_quân trong tầm giá quá ok,5,21/05/2020,Positive
